,Round,Pick,Team,Player,Position,Age,School,Year,Weight,40 Time,Vertical Jump,3 Cone,Shuttle,Height (in),PK,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs,YPG,Conf,response
431,6,191,CIN,Dan Herron,RB,23,Ohio St.,2012,213,4.57,35,6.97,4.04,70,dan herron+2012,41,592,2869,4.846283784,32,44,309,7.022727273,1,636,3178,4.996855346,33,77.51219512,Big Ten,3
432,6,202,NYJ,Terrance Ganaway,RB,23,Baylor,2012,239,4.61,37.5,7.15,4.25,71,terrance ganaway+2012,13,250,1547,6.188,21,6,52,8.666666667,1,256,1599,6.24609375,22,123,Big 12,
433,7,212,TAM,Michael Smith,RB,24,Utah St.,2012,,,,,,,michael smith+2012,13,114,870,7.631578947,9,16,181,11.3125,2,130,1051,8.084615385,11,80.84615385,WAC,
434,7,229,PHI,Bryce Brown,RB,21,Kansas St.,2012,,,,,,,bryce brown+2012,,,,,,,,,,,,,,,,3
435,7,250,SDG,Edwin Baker,RB,21,Michigan St.,2012,204,4.44,35,7.27,4.31,68,edwin baker+2012,35,462,2293,4.963203463,19,15,125,8.333333333,1,477,2418,5.06918239,20,69.08571429,Big Ten,
436,7,252,STL,Daryl Richardson,RB,22,Abilene Christian,2012,,,,,,,daryl richardson+2012,,,,,,,,,,,,,,,,3
437,2,37,CIN,Giovani Bernard,RB,21,North Carolina,2013,202,4.53,33.5,6.91,4.12,68,giovani bernard+2013,23,423,2481,5.865248227,25,92,852,9.260869565,6,515,3333,6.47184466,31,144.9130435,ACC,2
438,2,48,PIT,Le'Veon Bell,RB,21,Michigan St.,2013,230,4.6,31.5,6.75,4.24,73,le'veon bell+2013,40,671,3346,4.986587183,33,78,531,6.807692308,1,749,3877,5.17623498,34,96.925,Big Ten,1
439,2,58,DEN,Montee Ball,RB,22,Wisconsin,2013,214,4.66,32,6.88,4.4,70,montee ball+2013,49,924,5140,5.562770563,77,59,598,10.13559322,6,983,5738,5.83723296,83,117.1020408,Big Ten,3
440,2,61,GNB,Eddie Lacy,RB,23,Alabama,2013,231,4.55,,,,71,eddie lacy+2013,26,299,1996,6.675585284,24,33,320,9.696969697,2,332,2316,6.975903614,26,89.07692308,SEC,1
441,2,62,SEA,Christine Michael,RB,22,Texas A&M,2013,220,4.54,43,6.69,4.02,70,christine michael+2013,40,529,2791,5.275992439,34,44,323,7.340909091,1,573,3114,5.434554974,35,77.85,SEC,3
442,3,96,KAN,Knile Davis,RB,21,Arkansas,2013,227,4.37,33.5,6.96,4.38,71,knile davis+2013,23,316,1699,5.376582278,15,30,293,9.766666667,2,346,1992,5.757225434,17,86.60869565,SEC,3
443,4,125,GNB,Johnathan Franklin,RB,23,UCLA,2013,205,4.49,31.5,6.89,4.31,70,johnathan franklin+2013,53,788,4403,5.587563452,31,58,517,8.913793103,3,846,4920,5.815602837,34,92.83018868,Pac-12,3
444,4,130,BAL,Kyle Juszczyk,RB,22,Harvard,2013,,,,,,,kyle juszczyk+2013,,,,,,,,,,,,,,,,
445,4,131,SFO,Marcus Lattimore,RB,21,South Carolina,2013,221,4.65,,,,71,marcus lattimore+2013,29,555,2677,4.823423423,38,74,767,10.36486486,3,629,3444,5.475357711,41,118.7586207,SEC,
446,5,140,ARI,Stepfan Taylor,RB,22,Stanford,2013,214,4.76,30,7.13,4.5,69,stepfan taylor+2013,40,787,3997,5.078780178,38,94,735,7.819148936,5,881,4732,5.371169126,43,118.3,Pac-12,3
447,5,151,DAL,Joseph Randle,RB,21,Oklahoma St.,2013,204,4.63,35,,,72,joseph randle+2013,39,564,3085,5.469858156,40,108,917,8.490740741,3,672,4002,5.955357143,43,102.6153846,Big 12,3
448,5,154,WAS,Chris Thompson,RB,22,Florida St.,2013,192,4.42,,,,67,chris thompson+2013,23,225,1532,6.808888889,11,40,403,10.075,1,265,1935,7.301886792,12,84.13043478,ACC,2
449,5,160,STL,Zac Stacy,RB,22,Vanderbilt,2013,216,4.55,33,6.7,4.17,68,zac stacy+2013,36,515,2812,5.460194175,27,37,383,10.35135135,0,552,3195,5.788043478,27,88.75,SEC,2
450,5,164,MIA,Mike Gillislee,RB,22,Florida,2013,208,4.55,30.5,7.12,4.4,71,mike gillislee+2013,13,244,1152,4.721311475,10,16,159,9.9375,1,260,1311,5.042307692,11,100.8461538,SEC,2
451,6,181,OAK,Latavius Murray,RB,23,Central Florida,2013,,,,,,,latavius murray+2013,37,407,2292,5.631449631,34,49,520,10.6122449,6,456,2812,6.166666667,40,76,CUSA,2
452,6,182,CAR,Kenjon Barner,RB,24,Oregon,2013,196,4.52,35.5,6.87,4.2,69,kenjon barner+2013,36,521,3257,6.251439539,38,50,561,11.22,7,571,3818,6.686514886,45,106.0555556,Pac-12,4
453,6,187,ARI,Andre Ellington,RB,24,Clemson,2013,199,4.61,34,,,69,andre ellington+2013,35,553,2945,5.325497288,29,48,450,9.375,2,601,3395,5.648918469,31,97,ACC,2
454,6,189,TAM,Mike James,RB,22,Miami (FL),2013,223,4.53,35,,4.62,70,mike james+2013,12,147,621,4.224489796,6,30,344,11.46666667,3,177,965,5.451977401,9,80.41666667,ACC,
455,6,190,CIN,Rex Burkhead,RB,23,Nebraska,2013,214,4.73,39,6.85,4.09,70,rex burkhead+2013,35,554,2983,5.384476534,27,47,417,8.872340426,4,601,3400,5.657237937,31,97.14285714,Big Ten,3
456,6,194,SEA,Spencer Ware,RB,21,LSU,2013,228,4.62,,,,70,spencer ware+2013,25,271,1074,3.963099631,9,29,303,10.44827586,2,300,1377,4.59,11,55.08,SEC,4
457,6,199,DET,Theo Riddick,RB,22,Notre Dame,2013,201,4.68,32,,,70,theo riddick+2013,13,190,917,4.826315789,5,36,370,10.27777778,2,226,1287,5.694690265,7,99,Ind,2
458,7,215,NYJ,Tommy Bohanon,RB,22,Wake Forest,2013,,,,,,,tommy bohanon+2013,,,,,,,,,,,,,,,,4
459,7,228,WAS,Jawan Jamison,RB,21,Rutgers,2013,203,4.68,29,,,67,jawan jamison+2013,25,486,1972,4.057613169,13,36,385,10.69444444,2,522,2357,4.51532567,15,94.28,Big East,4
460,7,230,IND,Kerwynn Williams,RB,22,Utah St.,2013,195,4.48,35,7.15,4.15,68,kerwynn williams+2013,25,299,1963,6.565217391,19,57,807,14.15789474,5,356,2770,7.780898876,24,110.8,WAC,4
461,7,253,NYG,Michael Cox,RB,24,Massachusetts,2013,,,,,,,michael cox+2013,12,198,710,3.585858586,5,13,63,4.846153846,0,211,773,3.663507109,5,64.41666667,MAC,4
462,2,54,TEN,Bishop Sankey,RB,21,Washington,2014,209,4.49,35.5,6.75,4,69,bishop sankey+2014,26,616,3309,5.371753247,36,61,553,9.06557377,1,677,3862,5.704579025,37,148.5384615,Pac-12,3
463,2,55,CIN,Jeremy Hill,RB,21,LSU,2014,233,4.56,29,,,73,jeremy hill+2014,24,345,2156,6.249275362,28,26,254,9.769230769,0,371,2410,6.495956873,28,100.4166667,SEC,2
464,2,57,SFO,Carlos Hyde,RB,23,Ohio St.,2014,230,4.62,34.5,,,72,carlos hyde+2014,34,499,3057,6.126252505,37,34,271,7.970588235,4,533,3328,6.243902439,41,97.88235294,Big Ten,2
465,3,69,TAM,Charles Sims,RB,23,West Virginia,2014,214,4.48,37.5,7.16,4.3,72,charles sims+2014,12,208,1095,5.264423077,11,45,401,8.911111111,3,253,1496,5.913043478,14,124.6666667,Big 12,3
466,3,75,STL,Tre Mason,RB,21,Auburn,2014,207,4.5,38.5,,4.15,68,tre mason+2014,26,488,2818,5.774590164,31,19,249,13.10526316,1,507,3067,6.049309665,32,117.9615385,SEC,3
467,3,94,CLE,Terrance West,RB,23,Towson,2014,225,4.56,33.5,,,69,terrance west+2014,,,,,,,,,,,,,,,,2
468,3,96,MIN,Jerick McKinnon,RB,22,Georgia Southern,2014,209,4.41,40.5,6.83,4.12,69,jerick mckinnon+2014,,,,,,,,,,,,,,,,2
469,4,103,ATL,Devonta Freeman,RB,22,Florida St.,2014,206,4.58,31.5,7.11,4.26,68,devonta freeman+2014,40,404,2255,5.581683168,30,47,475,10.10638298,1,451,2730,6.053215078,31,68.25,ACC,1
470,4,113,NYG,Andre Williams,RB,22,Boston Col.,2014,230,4.56,38,7.27,4.06,71,andre williams+2014,44,704,3739,5.311079545,28,10,60,6,0,714,3799,5.320728291,28,86.34090909,ACC,
471,4,117,CHI,Ka'Deem Carey,RB,21,Arizona,2014,207,4.69,32.5,7.08,4.38,69,ka'deem carey+2014,36,743,4239,5.705248991,48,77,679,8.818181818,4,820,4918,5.997560976,52,136.6111111,Pac-12,3
472,4,124,KAN,De'Anthony Thomas,RB,21,Oregon,2014,174,4.39,32,,,69,de'anthony thomas+2014,23,188,1295,6.888297872,19,67,691,10.31343284,6,255,1986,7.788235294,25,86.34782609,Pac-12,
473,4,130,NWE,James White,RB,22,Wisconsin,2014,204,4.57,32,7.05,4.2,69,james white+2014,52,643,4015,6.244167963,45,73,670,9.178082192,3,716,4685,6.543296089,48,90.09615385,Big Ten,1
474,4,138,BAL,Lorenzo Taliaferro,RB,22,Coastal Carolina,2014,229,4.58,33,6.88,4.22,72,lorenzo taliaferro+2014,,,,,,,,,,,,,,,,3
475,6,181,HOU,Alfred Blue,RB,23,LSU,2014,223,4.63,32,7.15,4.5,74,alfred blue+2014,,,,,,,,,,,,,,,,3
476,6,186,WAS,Lache Seastrunk,RB,23,Baylor,2014,201,4.51,41.5,,,69,lache seastrunk+2014,24,289,2189,7.574394464,18,9,107,11.88888889,1,298,2296,7.704697987,19,95.66666667,Big 12,
477,6,201,SDG,Marion Grice,RB,23,Arizona St.,2014,208,4.67,,,,72,marion grice+2014,24,294,1675,5.697278912,25,91,863,9.483516484,14,385,2538,6.592207792,39,105.75,Pac-12,3
478,6,204,CAR,Tyler Gaffney,RB,23,Stanford,2014,220,4.49,36.5,6.78,4.18,71,tyler gaffney+2014,14,330,1709,5.178787879,21,15,86,5.733333333,1,345,1795,5.202898551,22,128.2142857,Pac-12,3
479,7,222,JAX,Storm Johnson,RB,22,Central Florida,2014,209,4.6,35.5,,,72,storm johnson+2014,26,326,1646,5.049079755,18,40,280,7,3,366,1926,5.262295082,21,74.07692308,American,3
480,7,227,SEA,Kiero Small,RB,25,Arkansas,2014,,,,,,,kiero small+2014,,,,,,,,,,,,,,,,
481,1,10,STL,Todd Gurley,RB,21,Georgia,2015,222,4.52,,,,73,todd gurley+2015,30,510,3285,6.441176471,36,65,615,9.461538462,6,575,3900,6.782608696,42,130,SEC,1
482,1,15,SDG,Melvin Gordon,RB,22,Wisconsin,2015,215,4.52,35,7.04,4.07,73,melvin gordon+2015,27,549,4196,7.64298725,41,20,163,8.15,3,569,4359,7.660808436,44,161.4444444,Big Ten,1
483,2,36,JAX,T.J. Yeldon,RB,21,Alabama,2015,226,4.61,36,7.19,4.22,73,t.j. yeldon+2015,39,576,3322,5.767361111,37,46,494,10.73913043,2,622,3816,6.135048232,39,97.84615385,SEC,2
484,2,54,DET,Ameer Abdullah,RB,22,Nebraska,2015,205,4.6,42.5,6.79,3.95,69,ameer abdullah+2015,40,771,4438,5.75616083,36,72,679,9.430555556,7,843,5117,6.069988138,43,127.925,Big Ten,2
485,3,73,ATL,Tevin Coleman,RB,22,Indiana,2015,206,4.4,,,,71,tevin coleman+2015,21,401,2994,7.466334165,27,44,334,7.590909091,0,445,3328,7.478651685,27,158.4761905,Big Ten,2
486,3,77,CLE,Duke Johnson,RB,21,Miami (FL),2015,207,4.54,33.5,,,69,duke johnson+2015,33,526,3519,6.690114068,26,69,719,10.42028986,4,595,4238,7.122689076,30,128.4242424,ACC,2
487,3,86,ARI,David Johnson,RB,23,Northern Iowa,2015,224,4.5,41.5,6.82,4.27,73,david johnson+2015,,,,,,,,,,,,,,,,1
488,3,95,WAS,Matt Jones,RB,22,Florida,2015,231,4.61,31.5,,4.2,74,matt jones+2015,16,245,1156,4.718367347,8,16,90,5.625,1,261,1246,4.77394636,9,77.875,SEC,2
489,4,106,CHI,Jeremy Langford,RB,23,Michigan St.,2015,208,4.42,34.5,7.22,4.32,72,jeremy langford+2015,27,568,2944,5.183098592,40,39,219,5.615384615,1,607,3163,5.210873147,41,117.1481481,Big Ten,3
490,4,125,BAL,Javorius Allen,RB,24,USC,2015,221,4.53,35.5,6.96,4.28,72,javorius allen+2015,26,411,2274,5.532846715,25,63,710,11.26984127,2,474,2984,6.29535865,27,114.7692308,Pac-12,2
491,4,126,SFO,Mike Davis,RB,22,South Carolina,2015,217,4.61,34,7,4.18,69,mike davis+2015,73,925,4396,4.752432432,39,139,1387,9.978417266,4,1064,5783,5.435150376,43,79.21917808,SEC,3
492,5,138,TEN,David Cobb,RB,22,Minnesota,2015,229,4.81,38.5,,,71,david cobb+2015,26,552,2831,5.128623188,20,33,336,10.18181818,0,585,3167,5.413675214,20,121.8076923,Big Ten,3
493,5,149,MIA,Jay Ajayi,RB,22,Boise St.,2015,221,4.57,39,7.1,4.1,72,jay ajayi+2015,38,678,3796,5.598820059,50,73,771,10.56164384,5,751,4567,6.081225033,55,120.1842105,MWC,2
494,5,155,BUF,Karlos Williams,RB,22,Florida St.,2015,230,4.48,33.5,7.16,4.46,73,karlos williams+2015,26,241,1419,5.887966805,22,37,328,8.864864865,1,278,1747,6.284172662,23,67.19230769,ACC,2
495,5,174,CAR,Cameron Artis-Payne,RB,25,Auburn,2015,212,4.53,36.5,7.13,,70,cameron artis-payne+2015,26,394,2218,5.629441624,19,14,151,10.78571429,0,408,2369,5.806372549,19,91.11538462,SEC,3
496,6,205,IND,Josh Robinson,RB,23,Mississippi St.,2015,217,4.7,32,,,68,josh robinson+2015,13,190,1203,6.331578947,11,28,370,13.21428571,1,218,1573,7.21559633,12,121,SEC,3
497,7,230,NOR,Marcus Murphy,RB,23,Missouri,2015,198,4.61,29,,4.4,69,marcus murphy+2015,28,269,1525,5.669144981,13,39,291,7.461538462,2,308,1816,5.896103896,15,64.85714286,SEC,4
498,7,235,HOU,Kenny Hilliard,RB,23,LSU,2015,226,4.83,27,7.17,4.4,72,kenny hilliard+2015,23,172,911,5.296511628,12,7,56,8,0,179,967,5.402234637,12,42.04347826,SEC,
499,1,4,DAL,Ezekiel Elliott,RB,21,Ohio St.,2016,225,4.47,32.5,,,72,ezekiel elliott+2016,28,562,3699,6.581850534,41,55,426,7.745454545,0,617,4125,6.685575365,41,147.3214286,Big Ten,1
500,2,45,TEN,Derrick Henry,RB,22,Alabama,2016,247,4.54,37,7.2,4.38,75,derrick henry+2016,29,567,3209,5.659611993,39,16,224,14,2,583,3433,5.888507719,41,118.3793103,SEC,1
501,3,73,MIA,Kenyan Drake,RB,22,Alabama,2016,210,4.45,34.5,7.04,4.21,73,kenyan drake+2016,,,,,,,,,,,,,,,,2
502,3,90,SEA,C.J. Prosise,RB,22,Notre Dame,2016,220,4.48,35.5,,,72,c.j. prosise+2016,10,157,1029,6.554140127,11,26,308,11.84615385,1,183,1337,7.306010929,12,133.7,Ind,3
503,4,119,HOU,Tyler Ervin,RB,22,San Jose St.,2016,192,4.41,39,,,70,tyler ervin+2016,25,452,2489,5.506637168,17,74,640,8.648648649,3,526,3129,5.948669202,20,125.16,MWC,4
504,4,134,BAL,Kenneth Dixon,RB,22,Louisiana Tech,2016,215,4.56,37.5,6.97,4.28,70,kenneth dixon+2016,47,802,4483,5.589775561,72,87,969,11.13793103,15,889,5452,6.132733408,87,116,CUSA,2
505,4,136,DEN,Devontae Booker,RB,24,Utah,2016,219,4.56,,,,71,devontae booker+2016,23,560,2773,4.951785714,21,80,622,7.775,2,640,3395,5.3046875,23,147.6086957,Pac-12,3
506,5,143,OAK,DeAndre Washington,RB,23,Texas Tech,2016,204,4.49,34.5,7.03,4.2,68,deandre washington+2016,49,605,3411,5.638016529,23,124,1091,8.798387097,4,729,4502,6.17558299,27,91.87755102,Big 12,3
507,5,149,NYG,Paul Perkins,RB,21,UCLA,2016,208,4.54,32,,,70,paul perkins+2016,39,621,3488,5.616747182,29,80,739,9.2375,3,701,4227,6.029957204,32,108.3846154,Pac-12,3
508,5,150,CHI,Jordan Howard,RB,21,Indiana,2016,230,4.57,34,,,72,jordan howard+2016,9,196,1213,6.18877551,9,11,106,9.636363636,1,207,1319,6.371980676,10,146.5555556,Big Ten,1
509,5,153,PHI,Wendell Smallwood,RB,22,West Virginia,2016,208,4.47,33.5,6.83,4.28,70,wendell smallwood+2016,26,386,2241,5.805699482,11,57,486,8.526315789,0,443,2727,6.155756208,11,104.8846154,Big 12,3
510,5,156,BUF,Jonathan Williams,RB,22,Arkansas,2016,220,4.56,,,,71,jonathan williams+2016,,,,,,,,,,,,,,,,4
511,5,171,SEA,Alex Collins,RB,22,Arkansas,2016,217,4.59,28.5,,,70,alex collins+2016,38,665,3703,5.568421053,36,27,167,6.185185185,0,692,3870,5.592485549,36,101.8421053,SEC,3
512,6,182,BAL,Keenan Reynolds,RB,22,Navy,2016,,,,,,,keenan reynolds+2016,37,815,3910,4.797546012,78,1,47,47,0,816,3957,4.849264706,78,106.9459459,American,
513,6,211,SFO,Kelvin Taylor,RB,22,Florida,2016,207,4.6,32,,,70,kelvin taylor+2016,35,486,2108,4.33744856,23,24,179,7.458333333,0,510,2287,4.484313725,23,65.34285714,SEC,
514,6,216,DAL,Darius Jackson,RB,22,East. Michigan,2016,,,,,,,darius jackson+2016,12,208,1088,5.230769231,14,21,201,9.571428571,2,229,1289,5.628820961,16,107.4166667,MAC,4
515,7,236,DET,Dwayne Washington,RB,22,Washington,2016,,,,,,,dwayne washington+2016,,,,,,,,,,,,,,,,3
516,7,237,NOR,Daniel Lasco,RB,23,California,2016,209,4.46,41.5,7.22,4.26,72,daniel lasco+2016,,,,,,,,,,,,,,,,
517,7,242,WAS,Keith Marshall,RB,22,Georgia,2016,219,4.31,30.5,,,71,keith marshall+2016,,,,,,,,,,,,,,,,
518,7,247,SEA,Zac Brooks,RB,23,Clemson,2016,,,,,,,zac brooks+2016,,,,,,,,,,,,,,,,
519,1,4,JAX,Leonard Fournette,RB,22,LSU,2017,240,4.51,28.5,,,72,leonard fournette+2017,32,616,3830,6.217532468,40,41,526,12.82926829,1,657,4356,6.630136986,41,136.125,SEC,1
520,1,8,CAR,Christian McCaffrey,RB,21,Stanford,2017,202,4.48,37.5,6.57,4.22,71,christian mccaffrey+2017,25,590,3622,6.138983051,21,82,955,11.64634146,8,672,4577,6.811011905,29,183.08,Pac-12,1
521,2,41,MIN,Dalvin Cook,RB,22,Florida St.,2017,210,4.49,30.5,7.27,4.53,70,dalvin cook+2017,38,687,4464,6.497816594,46,79,935,11.83544304,2,766,5399,7.048302872,48,142.0789474,ACC,1
522,2,48,CIN,Joe Mixon,RB,21,Oklahoma,2017,,,,,,,joe mixon+2017,25,300,2027,6.756666667,17,65,894,13.75384615,9,365,2921,8.002739726,26,116.84,Big 12,1
523,3,67,NOR,Alvin Kamara,RB,22,Tennessee,2017,214,4.56,39.5,,,70,alvin kamara+2017,24,210,1294,6.161904762,16,74,683,9.22972973,7,284,1977,6.961267606,23,82.375,SEC,1
524,3,86,KAN,Kareem Hunt,RB,22,Toledo,2017,216,4.62,36.5,,,70,kareem hunt+2017,44,782,4945,6.323529412,44,73,555,7.602739726,1,855,5500,6.432748538,45,125,MAC,1
525,3,89,HOU,D'Onta Foreman,RB,21,Texas,2017,233,,,,,72,d'onta foreman+2017,21,417,2700,6.474820144,20,12,139,11.58333333,0,429,2839,6.617715618,20,135.1904762,Big 12,3
526,3,105,PIT,James Conner,RB,22,Pittsburgh,2017,233,4.65,29,,,73,james conner+2017,38,660,3656,5.539393939,50,29,405,13.96551724,4,689,4061,5.894049347,54,106.8684211,ACC,2
527,4,114,WAS,Samaje Perine,RB,21,Oklahoma,2017,233,4.65,33,7.26,4.37,71,samaje perine+2017,36,685,4122,6.017518248,49,40,321,8.025,2,725,4443,6.128275862,51,123.4166667,Big 12,3
528,4,119,CHI,Tarik Cohen,RB,22,North Carolina A&T,2017,179,4.42,31.5,,,66,tarik cohen+2017,,,,,,,,,,,,,,,,2
529,4,121,SFO,Joe Williams,RB,24,Utah,2017,210,4.41,35,7.19,4.19,71,joe williams+2017,19,314,1884,6,13,20,191,9.55,0,334,2075,6.21257485,13,109.2105263,Pac-12,3
530,4,132,PHI,Donnel Pumphrey,RB,22,San Diego St.,2017,176,4.48,33.5,,,68,donnel pumphrey+2017,54,1059,6405,6.04815864,62,99,1039,10.49494949,5,1158,7444,6.428324698,67,137.8518519,MWC,3
531,4,134,GNB,Jamaal Williams,RB,22,BYU,2017,212,4.59,30,7.25,4.53,72,jamaal williams+2017,43,726,3901,5.373278237,35,60,567,9.45,1,786,4468,5.684478372,36,103.9069767,Ind,2
532,4,140,NYG,Wayne Gallman,RB,22,Clemson,2017,215,4.6,29.5,7.17,4.28,72,wayne gallman+2017,42,675,3416,5.060740741,34,66,486,7.363636364,2,741,3902,5.26585695,36,92.9047619,ACC,3
533,4,143,IND,Marlon Mack,RB,21,South Florida,2017,213,4.5,35.5,,,71,marlon mack+2017,36,586,3609,6.158703072,32,65,498,7.661538462,1,651,4107,6.30875576,33,114.0833333,American,2
534,5,156,ATL,Brian Hill,RB,21,Wyoming,2017,219,4.54,34,7.03,4.32,73,brian hill+2017,37,775,4287,5.531612903,35,41,403,9.829268293,0,816,4690,5.74754902,35,126.7567568,MWC,3
535,5,162,TAM,Jeremy McNichols,RB,21,Boise St.,2017,214,4.49,35.5,6.93,4.28,69,jeremy mcnichols+2017,25,554,3046,5.498194946,43,88,934,10.61363636,10,642,3980,6.199376947,53,159.2,MWC,3
536,5,179,ARI,T.J. Logan,RB,23,North Carolina,2017,196,4.37,33.5,,,69,t.j. logan+2017,35,332,1765,5.31626506,14,65,512,7.876923077,3,397,2277,5.735516373,17,65.05714286,ACC,3
537,5,182,GNB,Aaron Jones,RB,22,Texas-El Paso,2017,208,4.56,37.5,6.82,4.2,69,aaron jones+2017,33,626,3905,6.238019169,32,62,540,8.709677419,6,688,4445,6.460755814,38,134.6969697,CUSA,1
538,6,188,NYJ,Elijah McGuire,RB,23,Louisiana,2017,214,4.53,36,7.26,4.56,70,elijah mcguire+2017,51,710,4301,6.057746479,42,130,1394,10.72307692,10,840,5695,6.779761905,52,111.6666667,Sun Belt,3
539,6,203,DEN,De'Angelo Henderson,RB,24,Coastal Carolina,2017,,,,,,,de'angelo henderson+2017,,,,,,,,,,,,,,,,
540,6,207,CIN,Brandon Wilson,RB,23,Houston,2017,,,,,,,brandon wilson+2017,,,,,,,,,,,,,,,,
541,7,238,GNB,Devante Mays,RB,23,Utah St.,2017,,,,,,,devante mays+2017,,,,,,,,,,,,,,,,
542,7,241,TEN,Khalfani Muhammad,RB,22,California,2017,,,,,,,khalfani muhammad+2017,23,239,1413,5.912133891,3,34,321,9.441176471,2,273,1734,6.351648352,5,75.39130435,Pac-12,4
543,7,242,OAK,Elijah Hood,RB,21,North Carolina,2017,232,,,,,72,elijah hood+2017,25,363,2321,6.393939394,25,38,213,5.605263158,0,401,2534,6.319201995,25,101.36,ACC,3
544,7,249,SEA,Chris Carson,RB,22,Oklahoma St.,2017,218,4.58,37,,,72,chris carson+2017,21,213,1076,5.051643192,13,30,298,9.933333333,1,243,1374,5.654320988,14,65.42857143,Big 12,1
545,7,252,CLE,Matthew Dayes,RB,23,North Carolina St.,2017,205,4.47,28,,,69,matthew dayes+2017,,,,,,,,,,,,,,,,4
546,1,2,NYG,Saquon Barkley,RB,21,Penn St.,2018,233,4.4,41,,4.24,72,saquon barkley+2018,38,671,3843,5.727272727,43,102,1195,11.71568627,8,773,5038,6.517464424,51,132.5789474,Big Ten,1
547,1,27,SEA,Rashaad Penny,RB,22,San Diego St.,2018,220,4.46,32.5,,,71,rashaad penny+2018,27,425,3266,7.684705882,34,34,359,10.55882353,5,459,3625,7.897603486,39,134.2592593,MWC,3
548,1,31,NWE,Sony Michel,RB,23,Georgia,2018,214,4.54,,,4.21,71,sony michel+2018,39,526,3203,6.089353612,28,57,515,9.035087719,5,583,3718,6.377358491,33,95.33333333,SEC,2
549,2,35,CLE,Nick Chubb,RB,22,Georgia,2018,227,4.52,38.5,7.09,4.25,71,nick chubb+2018,47,758,4769,6.291556728,44,31,361,11.64516129,4,789,5130,6.501901141,48,109.1489362,SEC,1
550,2,38,TAM,Ronald Jones II,RB,21,USC,2018,205,4.65,36.5,,,71,ronald jones ii+2018,,,,,,,,,,,,,,,,
551,2,43,DET,Kerryon Johnson,RB,21,Auburn,2018,213,,40,7.07,4.29,71,kerryon johnson+2018,24,467,2286,4.895074946,29,41,319,7.780487805,2,508,2605,5.127952756,31,108.5416667,SEC,2
552,2,59,WAS,Derrius Guice,RB,21,LSU,2018,224,4.49,31.5,,,70,derrius guice+2018,24,420,2638,6.280952381,26,27,230,8.518518519,3,447,2868,6.416107383,29,119.5,SEC,3
553,3,71,DEN,Royce Freeman,RB,22,Oregon,2018,229,4.54,34,6.9,4.16,71,royce freeman+2018,51,947,5621,5.935586061,60,79,814,10.30379747,4,1026,6435,6.271929825,64,126.1764706,Pac-12,3
554,4,104,IND,Nyheim Hines,RB,21,North Carolina St.,2018,198,4.38,35.5,7.18,4.35,68,nyheim hines+2018,13,197,1113,5.649746193,12,26,152,5.846153846,0,223,1265,5.67264574,12,97.30769231,ACC,2
555,4,112,CIN,Mark Walton,RB,21,Miami (FL),2018,202,4.6,31.5,,,70,mark walton+2018,,,,,,,,,,,,,,,,4
556,4,126,ATL,Ito Smith,RB,22,Southern Miss,2018,,,,,,,ito smith+2018,51,820,4538,5.534146341,42,140,1446,10.32857143,7,960,5984,6.233333333,49,117.3333333,CUSA,3
557,4,131,MIA,Kalen Ballage,RB,22,Arizona St.,2018,228,4.46,33.5,6.91,4.35,73,kalen ballage+2018,35,408,1858,4.553921569,24,76,620,8.157894737,1,484,2478,5.119834711,25,70.8,Pac-12,3
558,4,134,ARI,Chase Edmonds,RB,22,Fordham,2018,205,4.55,34,6.79,4.07,69,chase edmonds+2018,,,,,,,,,,,,,,,,3
559,5,169,IND,Jordan Wilkins,RB,24,Mississippi,2018,216,,36,,4.27,73,jordan wilkins+2018,12,155,1011,6.522580645,9,26,241,9.269230769,1,181,1252,6.917127072,10,104.3333333,SEC,3
560,6,176,LAR,John Kelly,RB,21,Tennessee,2018,216,,35,7.13,4.51,70,john kelly+2018,22,287,1408,4.905923345,14,43,350,8.139534884,0,330,1758,5.327272727,14,79.90909091,SEC,3
561,6,201,NOR,Boston Scott,RB,23,Louisiana Tech,2018,,,,,,,boston scott+2018,13,183,1047,5.721311475,8,20,181,9.05,1,203,1228,6.049261084,9,94.46153846,CUSA,2
562,6,204,NYJ,Trenton Cannon,RB,24,Virginia St.,2018,,,,,,,trenton cannon+2018,,,,,,,,,,,,,,,,3
563,7,226,DEN,David Williams,RB,24,Arkansas,2018,,,,,,,david williams+2018,12,117,656,5.606837607,8,10,171,17.1,2,127,827,6.511811024,10,68.91666667,SEC,4
564,7,236,DAL,Bo Scarbrough,RB,23,Alabama,2018,228,4.52,40,,4.34,73,bo scarbrough+2018,27,249,1408,5.654618474,19,21,131,6.238095238,0,270,1539,5.7,19,57,SEC,2
565,7,237,DET,Nick Bawden,RB,22,San Diego St.,2018,,,,,,,nick bawden+2018,,,,,,,,,,,,,,,,
566,7,251,LAC,Justin Jackson,RB,22,Northwestern,2018,199,4.52,38.5,6.81,4.07,72,justin jackson+2018,51,1142,5440,4.76357268,41,122,858,7.032786885,1,1264,6298,4.982594937,42,123.4901961,Big Ten,3
567,1,24,OAK,Josh Jacobs,RB,21,Alabama,2019,220,,,,,70,josh jacobs+2019,40,251,1491,5.9,16,48,571,11.9,5,299,2062,6.9,21,51.55,SEC,1
