,Round,Pick,Team,Player,Position,Age,School,Year,Weight,40 Time,Vertical Jump,3 Cone,Shuttle,Height (in),PK,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs,YPG,Conf,response
286,7,222,CLE,Justin Hamilton,RB,23,Virginia Tech,2006,,,,,,,justin hamilton+2006,,,,,,,,,,,,,,,,
287,7,240,PIT,Cedric Humes,RB,,Virginia Tech,2006,227,4.62,30.5,7.07,4.22,73,cedric humes+2006,25,292,1357,4.647260274,16,18,117,6.5,0,310,1474,4.75483871,16,58.96,ACC,
288,7,246,TEN,Quinton Ganther,RB,22,Utah,2006,218,4.5,35,7.19,,69,quinton ganther+2006,23,314,1774,5.649681529,9,32,363,11.34375,2,346,2137,6.176300578,11,92.91304348,MWC,3
289,1,7,MIN,Adrian Peterson,RB,22,Oklahoma,2007,217,4.4,38.5,7.09,4.4,73,adrian peterson+2007,31,748,4041,5.402406417,41,24,198,8.25,1,772,4239,5.490932642,42,136.7419355,Big 12,1
290,1,12,BUF,Marshawn Lynch,RB,21,California,2007,215,4.46,35.5,7.05,4.55,71,marshawn lynch+2007,23,419,2602,6.210023866,21,49,453,9.244897959,4,468,3055,6.527777778,25,132.826087,Pac-10,1
291,2,49,CIN,Kenny Irons,RB,,Auburn,2007,203,4.45,38,7,4.17,71,kenny irons+2007,23,454,2186,4.814977974,17,24,242,10.08333333,0,478,2428,5.079497908,17,105.5652174,SEC,4
292,2,50,TEN,Chris Henry,RB,22,Arizona,2007,230,4.4,36,6.96,4.14,71,chris henry+2007,11,165,581,3.521212121,7,21,197,9.380952381,1,186,778,4.182795699,8,70.72727273,Pac-10,3
293,2,52,STL,Brian Leonard,RB,23,Rutgers,2007,226,4.52,34.5,6.88,4.22,73,brian leonard+2007,47,678,2775,4.092920354,32,207,1868,9.024154589,13,885,4643,5.246327684,45,98.78723404,Big East,3
294,2,63,GNB,Brandon Jackson,RB,21,Nebraska,2007,210,4.54,37,7,4.14,70,brandon jackson+2007,14,188,989,5.260638298,8,33,313,9.484848485,2,221,1302,5.891402715,10,93,Big 12,3
295,3,71,MIA,Lorenzo Booker,RB,23,Florida St.,2007,191,4.46,35.5,,,70,lorenzo booker+2007,38,435,2055,4.724137931,12,95,909,9.568421053,2,530,2964,5.59245283,14,78,ACC,2
296,3,90,PHI,Tony Hunt,RB,21,Penn St.,2007,233,4.68,,,,74,tony hunt+2007,36,620,3210,5.177419355,24,86,799,9.290697674,3,706,4009,5.678470255,27,111.3611111,Big Ten,3
297,3,93,CHI,Garrett Wolfe,RB,23,Northern Illinois,2007,186,4.39,35.5,6.69,4.08,67,garrett wolfe+2007,33,807,5164,6.399008674,52,58,588,10.13793103,5,865,5752,6.649710983,57,174.3030303,MAC,4
298,4,100,OAK,Michael Bush,RB,23,Louisville,2007,243,4.62,,,,73,michael bush+2007,,,,,,,,,,,,,,,,
299,4,107,NOR,Antonio Pittman,RB,21,Ohio St.,2007,207,4.4,35.5,6.84,4.16,71,antonio pittman+2007,25,485,2564,5.286597938,21,31,288,9.290322581,0,516,2852,5.527131783,21,114.08,Big Ten,3
300,4,111,BUF,Dwayne Wright,RB,24,Fresno St.,2007,228,4.66,34,7.23,4.43,71,dwayne wright+2007,26,451,2500,5.543237251,14,48,364,7.583333333,2,499,2864,5.739478958,16,110.1538462,WAC,4
301,4,137,BAL,Le'Ron McClain,RB,22,Alabama,2007,,,,,,,le'ron mcclain+2007,,,,,,,,,,,,,,,,3
302,5,148,KAN,Kolby Smith,RB,22,Louisville,2007,220,4.5,38,7.22,4.34,71,kolby smith+2007,23,261,1385,5.30651341,13,42,413,9.833333333,1,303,1798,5.933993399,14,78.17391304,Big East,3
303,6,181,MIA,Reagan Maui'a,RB,23,Hawaii,2007,,,,,,,reagan maui'a+2007,,,,,,,,,,,,,,,,
304,6,186,SFO,Thomas Clayton,RB,,Kansas St.,2007,,,,,,,thomas clayton+2007,,,,,,,,,,,,,,,,
305,6,208,NWE,Justise Hairston,RB,,Central Connecticut St.,2007,,,,,,,justise hairston+2007,,,,,,,,,,,,,,,,
306,7,228,GNB,DeShawn Wynn,RB,23,Florida,2007,232,4.47,31.5,,,70,deshawn wynn+2007,38,388,1860,4.793814433,20,30,301,10.03333333,3,418,2161,5.169856459,23,56.86842105,SEC,3
307,7,236,PHI,Nate Ilaoa,RB,,Hawaii,2007,245,4.77,30,7.1,4.42,69,nate ilaoa+2007,25,216,1633,7.560185185,19,103,1111,10.78640777,6,319,2744,8.601880878,25,109.76,WAC,
308,7,244,ATL,Jason Snelling,RB,23,Virginia,2007,,,,,,,jason snelling+2007,11,183,772,4.218579235,7,29,282,9.724137931,0,212,1054,4.971698113,7,95.81818182,ACC,3
309,7,246,TAM,Kenneth Darby,RB,24,Alabama,2007,211,4.75,30,7.25,4.53,70,kenneth darby+2007,37,668,3139,4.699101796,11,67,336,5.014925373,2,735,3475,4.727891156,13,93.91891892,SEC,3
310,7,250,NYG,Ahmad Bradshaw,RB,21,Marshall,2007,198,4.55,34,6.7,4.09,69,ahmad bradshaw+2007,33,558,2982,5.344086022,31,87,697,8.011494253,5,645,3679,5.703875969,36,111.4848485,CUSA,2
311,1,4,OAK,Darren McFadden,RB,21,Arkansas,2008,211,4.33,33,,,73,darren mcfadden+2008,38,785,4590,5.847133758,41,46,365,7.934782609,2,831,4955,5.962695548,43,130.3947368,SEC,2
312,1,13,CAR,Jonathan Stewart,RB,21,Oregon,2008,235,4.46,36.5,,,70,jonathan stewart+2008,26,463,2703,5.838012959,21,42,289,6.880952381,3,505,2992,5.924752475,24,115.0769231,Pac-10,2
313,1,22,DAL,Felix Jones,RB,21,Arkansas,2008,207,4.44,33.5,6.9,4.19,70,felix jones+2008,38,386,2956,7.658031088,20,39,383,9.820512821,3,425,3339,7.856470588,23,87.86842105,SEC,2
314,1,23,PIT,Rashard Mendenhall,RB,21,Illinois,2008,225,4.41,33.5,,4.18,70,rashard mendenhall+2008,25,340,2321,6.826470588,22,46,482,10.47826087,3,386,2803,7.261658031,25,112.12,Big Ten,1
315,1,24,TEN,Chris Johnson,RB,22,East Carolina,2008,197,4.24,35,,,71,chris johnson+2008,35,546,2668,4.886446886,28,104,1120,10.76923077,10,650,3788,5.827692308,38,108.2285714,CUSA,1
316,2,44,CHI,Matt Forte,RB,22,Tulane,2008,217,4.44,33,6.84,4.23,73,matt forte+2008,43,833,4265,5.120048019,39,103,985,9.563106796,5,936,5250,5.608974359,44,122.0930233,CUSA,1
317,2,55,BAL,Ray Rice,RB,21,Rutgers,2008,199,4.42,31.5,6.65,4.2,68,ray rice+2008,38,910,4926,5.413186813,49,37,334,9.027027027,1,947,5260,5.55438226,50,138.4210526,Big East,1
318,3,64,DET,Kevin Smith,RB,21,Central Florida,2008,217,4.53,32,6.74,4.49,73,kevin smith+2008,36,905,4679,5.170165746,45,55,444,8.072727273,1,960,5123,5.336458333,46,142.3055556,CUSA,2
319,3,73,KAN,Jamaal Charles,RB,21,Texas,2008,200,4.38,30.5,6.8,4.22,71,jamaal charles+2008,38,533,3328,6.243902439,36,49,539,11,3,582,3867,6.644329897,39,101.7631579,Big 12,1
320,3,89,HOU,Steve Slaton,RB,22,West Virginia,2008,197,4.45,33.5,,,69,steve slaton+2008,36,664,3923,5.90813253,50,65,805,12.38461538,5,729,4728,6.485596708,55,131.3333333,Big East,2
321,4,122,DAL,Tashard Choice,RB,23,Georgia Tech,2008,215,4.48,34,6.88,,70,tashard choice+2008,38,675,3365,4.985185185,28,40,281,7.025,0,715,3646,5.099300699,28,95.94736842,ACC,3
322,5,139,DEN,Ryan Torain,RB,22,Arizona St.,2008,222,4.61,34,,,72,ryan torain+2008,19,333,1782,5.351351351,12,25,305,12.2,5,358,2087,5.829608939,17,109.8421053,Pac-10,2
323,5,149,ARI,Tim Hightower,RB,22,Richmond,2008,,,,,,,tim hightower+2008,,,,,,,,,,,,,,,,2
324,5,166,SDG,Marcus Thomas,RB,24,Texas-El Paso,2008,213,4.59,30,,,72,marcus thomas+2008,33,532,2470,4.642857143,26,91,950,10.43956044,6,623,3420,5.489566613,32,103.6363636,CUSA,
325,6,172,ATL,Thomas Brown,RB,22,Georgia,2008,204,4.51,36,7.17,,68,thomas brown+2008,33,467,2390,5.117773019,22,32,301,9.40625,2,499,2691,5.392785571,24,81.54545455,SEC,
326,6,176,MIA,Jalen Parmele,RB,22,Toledo,2008,224,4.47,34,6.96,4.29,71,jalen parmele+2008,24,483,2642,5.469979296,22,33,285,8.636363636,1,516,2927,5.67248062,23,121.9583333,MAC,4
327,6,179,BUF,Xavier Omon,RB,23,NW Missouri St.,2008,228,4.52,31,,,71,xavier omon+2008,,,,,,,,,,,,,,,,
328,6,202,IND,Mike Hart,RB,22,Michigan,2008,206,4.69,28,,,69,mike hart+2008,,,,,,,,,,,,,,,,
329,6,204,MIA,Lex Hilliard,RB,24,Montana,2008,,,,,,,lex hilliard+2008,,,,,,,,,,,,,,,,
330,7,213,JAX,Chauncey Washington,RB,23,USC,2008,211,4.45,,,,71,chauncey washington+2008,25,352,1713,4.866477273,19,16,152,9.5,2,368,1865,5.067934783,21,74.6,Pac-10,4
331,7,233,SEA,Justin Forsett,RB,22,California,2008,194,4.62,26.5,6.96,,68,justin forsett+2008,38,556,3171,5.70323741,25,41,386,9.414634146,1,597,3557,5.958123953,26,93.60526316,Pac-10,2
332,7,238,TAM,Cory Boyd,RB,23,South Carolina,2008,213,4.52,33.5,6.97,4.24,72,cory boyd+2008,24,344,1726,5.01744186,17,71,811,11.42253521,3,415,2537,6.113253012,20,105.7083333,SEC,
333,7,240,BAL,Allen Patrick,RB,24,Oklahoma,2008,198,4.55,,,,73,allen patrick+2008,13,173,1009,5.832369942,8,10,56,5.6,1,183,1065,5.819672131,9,81.92307692,Big 12,
334,1,12,DEN,Knowshon Moreno,RB,22,Georgia,2009,217,4.5,35.5,6.84,4.27,71,knowshon moreno+2009,26,498,2734,5.489959839,30,53,645,12.16981132,2,551,3379,6.132486388,32,129.9615385,SEC,1
335,1,27,IND,Donald Brown,RB,22,Connecticut,2009,210,4.46,41.5,6.93,4.1,70,donald brown+2009,37,698,3800,5.444126074,33,48,276,5.75,2,746,4076,5.463806971,35,110.1621622,Big East,3
336,1,31,ARI,Beanie Wells,RB,21,Ohio St.,2009,235,4.38,33.5,,,73,beanie wells+2009,,,,,,,,,,,,,,,,2
337,2,53,PHI,LeSean McCoy,RB,21,Pittsburgh,2009,198,4.5,,,,70,lesean mccoy+2009,25,584,2816,4.821917808,35,65,549,8.446153846,1,649,3365,5.184899846,36,134.6,Big East,1
338,3,65,NYJ,Shonn Greene,RB,24,Iowa,2009,227,4.55,37,7.1,4.4,70,shonn greene+2009,13,307,1850,6.026058632,20,8,49,6.125,0,315,1899,6.028571429,20,146.0769231,Big Ten,2
339,3,74,SFO,Glen Coffee,RB,22,Alabama,2009,209,4.5,36,7.35,4.51,72,glen coffee+2009,23,362,1928,5.325966851,14,34,260,7.647058824,1,396,2188,5.525252525,15,95.13043478,SEC,3
340,4,111,CAR,Mike Goodson,RB,22,Texas A&M,2009,208,4.43,39.5,6.89,4.22,72,mike goodson+2009,36,374,1964,5.251336898,13,90,860,9.555555556,7,464,2824,6.086206897,20,78.44444444,Big 12,3
341,4,128,CAR,Tony Fiammetta,RB,23,Syracuse,2009,,,,,,,tony fiammetta+2009,,,,,,,,,,,,,,,,
342,4,129,NYG,Andre Brown,RB,22,North Carolina St.,2009,224,4.37,37,7.35,4.33,72,andre brown+2009,44,523,2539,4.854684512,22,70,631,9.014285714,2,593,3170,5.345699831,24,72.04545455,ACC,2
343,4,134,SDG,Gartrell Johnson,RB,23,Colorado St.,2009,219,4.67,34,,,70,gartrell johnson+2009,25,459,2433,5.300653595,18,44,398,9.045454545,2,503,2831,5.628230616,20,113.24,MWC,4
344,5,145,GNB,Quinn Johnson,RB,22,LSU,2009,,,,,,,quinn johnson+2009,,,,,,,,,,,,,,,,
345,5,169,PIT,Frank Summers,RB,24,UNLV,2009,,,,,,,frank summers+2009,24,385,1668,4.332467532,14,36,402,11.16666667,6,421,2070,4.916864608,20,86.25,MWC,3
346,5,173,TEN,Javon Ringer,RB,22,Michigan St.,2009,205,4.5,34,6.87,4.11,69,javon ringer+2009,45,843,4398,5.217081851,34,96,719,7.489583333,1,939,5117,5.449414271,35,113.7111111,Big Ten,3
347,6,185,BAL,Cedric Peerman,RB,22,Virginia,2009,216,4.34,40,6.99,4.29,69,cedric peerman+2009,17,266,1359,5.109022556,12,56,292,5.214285714,0,322,1651,5.127329193,12,97.11764706,ACC,4
348,6,192,DET,Aaron Brown,RB,23,TCU,2009,,,,,,,aaron brown+2009,42,487,2596,5.330595483,20,81,857,10.58024691,5,568,3453,6.079225352,25,82.21428571,MWC,3
349,6,195,CLE,James Davis,RB,23,Clemson,2009,218,4.45,32,7.15,4.37,71,james davis+2009,50,753,3881,5.154050465,47,51,441,8.647058824,2,804,4322,5.375621891,49,86.44,ACC,3
350,6,209,CIN,Bernard Scott,RB,25,Abilene Christian,2009,200,4.44,36,6.82,4.08,70,bernard scott+2009,,,,,,,,,,,,,,,,3
351,7,211,STL,Chris Ogbonnaya,RB,23,Texas,2009,220,4.57,35,6.85,4.29,72,chris ogbonnaya+2009,,,,,,,,,,,,,,,,
352,7,212,KAN,Javarris Williams,RB,23,Tennessee St.,2009,223,4.51,33.5,,,69,javarris williams+2009,,,,,,,,,,,,,,,,
353,7,215,CIN,Fui Vakapuna,RB,25,BYU,2009,,,,,,,fui vakapuna+2009,,,,,,,,,,,,,,,,
354,7,221,WAS,Eddie Williams,RB,22,Idaho,2009,,,,,,,eddie williams+2009,,,,,,,,,,,,,,,,
355,7,240,ARI,LaRod Stephens-Howling,RB,22,Pittsburgh,2009,,,,,,,larod stephens-howling+2009,,,,,,,,,,,,,,,,3
356,7,250,JAX,Rashad Jennings,RB,24,Liberty,2009,231,4.52,34,6.86,4.2,73,rashad jennings+2009,,,,,,,,,,,,,,,,3
357,1,9,BUF,C.J. Spiller,RB,23,Clemson,2010,196,4.37,,,,71,c.j. spiller+2010,52,606,3547,5.853135314,32,123,1420,11.54471545,11,729,4967,6.813443073,43,95.51923077,ACC,2
358,1,12,SDG,Ryan Mathews,RB,22,Fresno St.,2010,218,4.37,36,7,4.33,72,ryan mathews+2010,20,389,2414,6.205655527,25,19,268,14.10526316,2,408,2682,6.573529412,27,134.1,WAC,1
359,1,30,DET,Jahvid Best,RB,21,California,2010,199,4.34,32.5,6.75,4.17,70,jahvid best+2010,21,335,2447,7.304477612,27,49,459,9.367346939,5,384,2906,7.567708333,32,138.3809524,Pac-10,1
360,2,51,MIN,Toby Gerhart,RB,23,Stanford,2010,231,4.5,38,6.94,4.25,72,toby gerhart+2010,37,659,3382,5.132018209,43,39,395,10.12820513,0,698,3777,5.411174785,43,102.0810811,Pac-10,3
363,4,112,NYJ,Joe McKnight,RB,22,USC,2010,198,4.4,36.5,,,71,joe mcknight+2010,36,347,2213,6.377521614,13,66,542,8.212121212,2,413,2755,6.670702179,15,76.52777778,Pac-10,3
364,5,139,NYJ,John Conner,RB,23,Kentucky,2010,,,,,,,john conner+2010,,,,,,,,,,,,,,,,4
365,6,173,SFO,Anthony Dixon,RB,22,Mississippi St.,2010,233,4.67,33,7.09,4.49,73,anthony dixon+2010,48,910,3994,4.389010989,42,56,449,8.017857143,4,966,4443,4.599378882,46,92.5625,SEC,3
366,6,174,WAS,Dennis Morris,RB,,Louisiana Tech,2010,,,,,,,dennis morris+2010,,,,,,,,,,,,,,,,
367,6,180,JAX,Deji Karim,RB,23,Southern Illinois,2010,,,,,,,deji karim+2010,,,,,,,,,,,,,,,,3
368,6,188,PIT,Jonathan Dwyer,RB,21,Georgia Tech,2010,229,4.64,33,7.56,4.67,71,jonathan dwyer+2010,40,517,3226,6.239845261,35,15,263,17.53333333,1,532,3489,6.558270677,36,87.225,ACC,3
369,6,193,GNB,James Starks,RB,24,Buffalo,2010,218,4.5,36,6.89,4.23,74,james starks+2010,,,,,,,,,,,,,,,,
370,6,200,PHI,Charles Scott,RB,,LSU,2010,238,4.68,30.5,6.98,4.47,71,charles scott+2010,22,333,1716,5.153153153,22,16,121,7.5625,1,349,1837,5.263610315,23,83.5,SEC,
371,7,237,MIN,Ryan D'Imperio,RB,23,Rutgers,2010,,,,,,,ryan d'imperio+2010,,,,,,,,,,,,,,,,
372,1,9,BUF,C.J. Spiller,RB,23,Clemson,2010,196,4.37,,,,71,c.j. spiller+2010,52,606,3547,5.853135314,32,123,1420,11.54471545,11,729,4967,6.813443073,43,95.51923077,ACC,2
373,1,12,SDG,Ryan Mathews,RB,22,Fresno St.,2010,218,4.37,36,7,4.33,72,ryan mathews+2010,20,389,2414,6.205655527,25,19,268,14.10526316,2,408,2682,6.573529412,27,134.1,WAC,1
374,1,30,DET,Jahvid Best,RB,21,California,2010,199,4.34,32.5,6.75,4.17,70,jahvid best+2010,21,335,2447,7.304477612,27,49,459,9.367346939,5,384,2906,7.567708333,32,138.3809524,Pac-10,1
375,2,51,MIN,Toby Gerhart,RB,23,Stanford,2010,231,4.5,38,6.94,4.25,72,toby gerhart+2010,37,659,3382,5.132018209,43,39,395,10.12820513,0,698,3777,5.411174785,43,102.0810811,Pac-10,3
376,2,58,HOU,Ben Tate,RB,22,Auburn,2010,220,4.34,40.5,6.91,4.12,71,ben tate+2010,38,624,2929,4.693910256,21,51,339,6.647058824,0,675,3268,4.841481481,21,86,SEC,2
377,2,59,CLE,Montario Hardesty,RB,23,Tennessee,2010,225,4.49,41,6.87,4.14,72,montario hardesty+2010,47,554,2373,4.283393502,26,38,405,10.65789474,1,592,2778,4.692567568,27,59.10638298,SEC,3
379,5,139,NYJ,John Conner,RB,23,Kentucky,2010,,,,,,,john conner+2010,,,,,,,,,,,,,,,,4
380,6,173,SFO,Anthony Dixon,RB,22,Mississippi St.,2010,233,4.67,33,7.09,4.49,73,anthony dixon+2010,48,910,3994,4.389010989,42,56,449,8.017857143,4,966,4443,4.599378882,46,92.5625,SEC,3
381,6,174,WAS,Dennis Morris,RB,,Louisiana Tech,2010,,,,,,,dennis morris+2010,,,,,,,,,,,,,,,,
382,6,180,JAX,Deji Karim,RB,23,Southern Illinois,2010,,,,,,,deji karim+2010,,,,,,,,,,,,,,,,3
383,6,188,PIT,Jonathan Dwyer,RB,21,Georgia Tech,2010,229,4.64,33,7.56,4.67,71,jonathan dwyer+2010,40,517,3226,6.239845261,35,15,263,17.53333333,1,532,3489,6.558270677,36,87.225,ACC,3
384,6,193,GNB,James Starks,RB,24,Buffalo,2010,218,4.5,36,6.89,4.23,74,james starks+2010,,,,,,,,,,,,,,,,
386,7,237,MIN,Ryan D'Imperio,RB,23,Rutgers,2010,,,,,,,ryan d'imperio+2010,,,,,,,,,,,,,,,,
387,1,28,NOR,Mark Ingram,RB,21,Alabama,2011,215,4.62,31.5,7.13,4.62,69,mark ingram+2011,39,572,3261,5.701048951,42,60,670,11.16666667,4,632,3931,6.219936709,46,100.7948718,SEC,1
388,2,38,ARI,Ryan Williams,RB,21,Virginia Tech,2011,212,4.59,40,6.96,4.18,69,ryan williams+2011,23,403,2132,5.290322581,30,26,289,11.11538462,2,429,2421,5.643356643,32,105.2608696,ACC,3
389,2,56,NWE,Shane Vereen,RB,22,California,2011,210,4.49,34,6.95,4.28,70,shane vereen+2011,38,556,2834,5.097122302,29,74,674,9.108108108,6,630,3508,5.568253968,35,92.31578947,Pac-10,2
390,2,57,DET,Mikel Leshoure,RB,21,Illinois,2011,227,4.56,38,6.82,4.4,72,mikel leshoure+2011,24,389,2431,6.249357326,22,31,373,12.03225806,5,420,2804,6.676190476,27,116.8333333,Big Ten,1
391,2,62,MIA,Daniel Thomas,RB,23,Kansas St.,2011,230,4.62,,,,72,daniel thomas+2011,25,545,2850,5.229357798,30,52,428,8.230769231,0,597,3278,5.49078727,30,131.12,Big 12,3
392,3,71,DAL,DeMarco Murray,RB,23,Oklahoma,2011,213,4.37,34.5,7.28,4.18,72,demarco murray+2011,50,759,3685,4.855072464,50,157,1571,10.00636943,13,916,5256,5.737991266,63,105.12,Big 12,1
393,3,73,NWE,Stevan Ridley,RB,22,LSU,2011,225,4.65,36,6.78,4.21,71,stevan ridley+2011,13,249,1147,4.606425703,15,11,61,5.545454545,0,260,1208,4.646153846,15,92.92307692,SEC,2
394,3,96,GNB,Alex Green,RB,23,Hawaii,2011,225,4.45,34,6.91,4.15,72,alex green+2011,27,232,1652,7.120689655,20,38,461,12.13157895,2,270,2113,7.825925926,22,78.25925926,WAC,3
395,4,105,WAS,Roy Helu,RB,22,Nebraska,2011,219,4.4,36.5,6.67,4.01,71,roy helu+2011,,,,,,,,,,,,,,,,2
396,4,115,SFO,Kendall Hunter,RB,22,Oklahoma St.,2011,199,4.46,35,6.74,4.21,67,kendall hunter+2011,46,708,4181,5.905367232,37,63,519,8.238095238,2,771,4700,6.095979248,39,102.173913,Big 12,3
397,4,119,IND,Delone Carter,RB,24,Syracuse,2011,222,4.54,37,6.92,4.07,69,delone carter+2011,37,623,2967,4.762439807,24,28,208,7.428571429,1,651,3175,4.877112135,25,85.81081081,Big East,3
398,4,124,CLE,Owen Marecic,RB,22,Stanford,2011,,,,,,,owen marecic+2011,,,,,,,,,,,,,,,,4
399,4,125,OAK,Taiwan Jones,RB,23,East. Washington,2011,194,4.33,,,,72,taiwan jones+2011,,,,,,,,,,,,,,,,4
400,4,126,NYJ,Bilal Powell,RB,22,Louisville,2011,207,4.51,,,,70,bilal powell+2011,34,412,2151,5.220873786,17,42,319,7.595238095,3,454,2470,5.440528634,20,72.64705882,Big East,3
401,4,130,TEN,Jamie Harper,RB,21,Clemson,2011,233,4.53,36.5,7.16,4.39,71,jamie harper+2011,13,197,760,3.85786802,7,35,328,9.371428571,3,232,1088,4.689655172,10,83.69230769,ACC,3
402,5,133,BUF,Johnny White,RB,23,North Carolina,2011,209,4.5,32.5,7.07,4.31,70,johnny white+2011,21,225,1119,4.973333333,7,39,447,11.46153846,0,264,1566,5.931818182,7,74.57142857,ACC,4
403,5,136,ARI,Anthony Sherman,RB,22,Connecticut,2011,,,,,,,anthony sherman+2011,,,,,,,,,,,,,,,,4
404,5,145,ATL,Jacquizz Rodgers,RB,21,Oregon St.,2011,196,4.59,33,7.31,4.26,66,jacquizz rodgers+2011,36,788,3877,4.920050761,46,151,1056,6.993377483,5,939,4933,5.253461129,51,137.0277778,Pac-10,3
405,5,149,PHI,Dion Lewis,RB,20,Pittsburgh,2011,193,4.56,34.5,6.9,4.18,67,dion lewis+2011,25,544,2860,5.257352941,30,52,405,7.788461538,1,596,3265,5.478187919,31,130.6,Big East,4
406,6,177,WAS,Evan Royster,RB,23,Penn St.,2011,212,4.65,34,7.07,4.18,72,evan royster+2011,50,686,3932,5.731778426,29,61,562,9.213114754,3,747,4494,6.016064257,32,89.88,Big Ten,3
407,6,183,SDG,Jordan Todman,RB,21,Connecticut,2011,203,4.4,38,7.24,4.18,69,jordan todman+2011,25,569,2883,5.066783831,28,40,279,6.975,0,609,3162,5.192118227,28,126.48,Big East,3
408,6,187,TAM,Allen Bradford,RB,23,USC,2011,242,4.53,29,6.97,4.39,71,allen bradford+2011,25,225,1462,6.497777778,13,4,76,19,1,229,1538,6.716157205,14,61.52,Pac-10,
409,7,220,DAL,Shaun Chapas,RB,23,Georgia,2011,,,,,,,shaun chapas+2011,,,,,,,,,,,,,,,,
410,7,221,NYG,Da'Rel Scott,RB,23,Maryland,2011,211,4.4,34,7.15,4.2,71,da'rel scott+2011,32,416,2266,5.447115385,17,47,452,9.617021277,3,463,2718,5.870410367,20,84.9375,ACC,4
411,7,223,KAN,Shane Bannon,RB,22,Yale,2011,,,,,,,shane bannon+2011,,,,,,,,,,,,,,,,
412,7,225,BAL,Anthony Allen,RB,23,Georgia Tech,2011,228,4.56,41.5,6.79,4.06,73,anthony allen+2011,13,240,1316,5.483333333,7,3,88,29.33333333,1,243,1404,5.777777778,8,108,ACC,4
413,7,232,PIT,Baron Batch,RB,23,Texas Tech,2011,,,,,,,baron batch+2011,39,458,2458,5.366812227,26,134,1070,7.985074627,5,592,3528,5.959459459,31,90.46153846,Big 12,3
414,7,240,PHI,Stanley Havili,RB,23,USC,2011,,,,,,,stanley havili+2011,,,,,,,,,,,,,,,,
415,7,246,CIN,Jay Finley,RB,23,Baylor,2011,,,,,,,jay finley+2011,34,423,2453,5.799054374,20,22,264,12,2,445,2717,6.105617978,22,79.91176471,Big 12,
416,1,3,CLE,Trent Richardson,RB,22,Alabama,2012,228,4.48,,,,69,trent richardson+2012,38,540,3130,5.796296296,35,68,730,10.73529412,7,608,3860,6.348684211,42,101.5789474,SEC,1
417,1,31,TAM,Doug Martin,RB,23,Boise St.,2012,223,4.46,36,6.79,4.16,69,doug martin+2012,40,593,3324,5.60539629,43,64,661,10.328125,4,657,3985,6.065449011,47,99.625,MWC,1
418,1,32,NYG,David Wilson,RB,21,Virginia Tech,2012,206,4.38,41,7.09,4.12,70,david wilson+2012,27,403,2328,5.776674938,14,37,363,9.810810811,5,440,2691,6.115909091,19,99.66666667,ACC,3
419,2,50,STL,Isaiah Pead,RB,22,Cincinnati,2012,197,4.39,33,6.95,4.32,70,isaiah pead+2012,37,515,3094,6.00776699,27,85,710,8.352941176,6,600,3804,6.34,33,102.8108108,Big East,4
420,2,61,SFO,LaMichael James,RB,22,Oregon,2012,194,4.35,35,6.88,4.12,68,lamichael james+2012,37,771,5082,6.591439689,53,51,586,11.49019608,4,822,5668,6.895377129,57,153.1891892,Pac-12,3
421,3,67,DEN,Ronnie Hillman,RB,20,San Diego St.,2012,200,4.42,37,,,69,ronnie hillman+2012,26,573,3243,5.659685864,36,33,338,10.24242424,2,606,3581,5.909240924,38,137.7307692,MWC,3
422,3,84,BAL,Bernard Pierce,RB,21,Temple,2012,218,4.45,36.5,7.07,4.28,72,bernard pierce+2012,34,663,3570,5.384615385,53,19,178,9.368421053,1,682,3748,5.495601173,54,110.2352941,MAC,3
423,4,97,MIA,Lamar Miller,RB,21,Miami (FL),2012,212,4.34,33,,,71,lamar miller+2012,23,335,1918,5.725373134,15,28,181,6.464285714,1,363,2099,5.782369146,16,91.26086957,ACC,2
424,4,106,SEA,Robert Turbin,RB,22,Utah St.,2012,222,4.42,36,7.16,4.31,70,robert turbin+2012,37,562,3298,5.868327402,40,67,845,12.6119403,11,629,4143,6.586645469,51,111.972973,WAC,3
425,4,128,MIN,Rhett Ellison,RB,23,USC,2012,,,,,,,rhett ellison+2012,,,,,,,,,,,,,,,,
426,5,157,ATL,Bradie Ewing,RB,22,Wisconsin,2012,,,,,,,bradie ewing+2012,,,,,,,,,,,,,,,,
427,5,159,PIT,Chris Rainey,RB,24,Florida,2012,180,4.36,36.5,6.5,3.93,68,chris rainey+2012,26,260,1436,5.523076923,7,41,542,13.2195122,3,301,1978,6.571428571,10,76.07692308,SEC,3
428,5,170,IND,Vick Ballard,RB,22,Mississippi St.,2012,219,4.59,33,7.03,4.19,70,vick ballard+2012,25,379,2157,5.691292876,29,30,293,9.766666667,2,409,2450,5.990220049,31,98,SEC,2
429,6,173,WAS,Alfred Morris,RB,23,Florida Atlantic,2012,219,4.63,35.5,7.01,4.19,70,alfred morris+2012,36,726,3506,4.829201102,27,30,300,10,4,756,3806,5.034391534,31,105.7222222,Sun Belt,2
430,6,182,KAN,Cyrus Gray,RB,22,Texas A&M,2012,206,4.4,32.5,7.17,,70,cyrus gray+2012,49,632,3298,5.21835443,30,103,776,7.533980583,6,735,4074,5.542857143,36,83.14285714,Big 12,4
