PK2,Unnamed: 0,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost,Year,PPRPoints,PPG,PK,response
randy jordan+1995,749.0,52.0,19.0,3.0,12.0,5.0,0.0,0.0,0.0,64.0,0.0,22.0,89.0,1.0,26.3,0.0,0.0,0.0,3992,26.3,1.3842105263157896,randy jordan+1995,3
randy jordan+1998,1424.0,150.0,78.0,0.0,70.0,49.0,0.0,0.0,0.0,477.0,7.0,118.0,465.0,1.0,187.20000000000002,0.0,4.0,2.0,10000,187.2,2.4,randy jordan+1998,3
randy mcmichael+2012,429.0,33.0,16.0,10.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,14.1,0.0,1.0,0.0,2012,14.100000000000001,0.8812500000000001,randy mcmichael+2012,4
rashaad penny+2018,483.0,70.0,34.0,6.0,31.0,23.0,0.0,0.0,0.0,1538.0,11.0,269.0,206.0,1.0,261.7,0.0,1.0,1.0,6058,267.4,7.864705882352941,rashaad penny+2018,2
rashaan salaam+1995,190.0,43.0,28.0,17.0,21.0,14.0,0.0,0.0,0.0,1570.0,13.0,439.0,100.0,1.0,249.0,0.0,12.0,8.0,3991,249.0,8.892857142857142,rashaan salaam+1995,2
rashaan shehee+1998,545.0,47.0,25.0,5.0,41.0,28.0,0.0,0.0,0.0,295.0,1.0,87.0,209.0,0.0,80.4,0.0,3.0,2.0,3997,80.4,3.216,rashaan shehee+1998,3
rashad jennings+2009,596.0,76.0,38.0,9.0,79.0,61.0,0.0,0.0,0.0,944.0,7.0,224.0,454.0,0.0,240.8,0.0,3.0,1.0,6031,240.8,6.336842105263158,rashad jennings+2009,3
rashad jennings+2013,61.0,28.0,15.0,8.0,48.0,36.0,0.0,0.0,0.0,733.0,6.0,163.0,292.0,0.0,174.5,0.0,0.0,0.0,2013,174.5,11.633333333333333,rashad jennings+2013,1
rashad jennings+2014,296.0,90.0,40.0,37.0,123.0,94.0,0.0,0.0,0.0,2095.0,10.0,543.0,723.0,2.0,441.79999999999995,0.0,4.0,3.0,6045,441.79999999999995,11.044999999999998,rashad jennings+2014,2
rashard mendenhall+2008,779.0,115.0,57.0,48.0,107.0,77.0,0.0,0.0,0.0,3549.0,29.0,864.0,661.0,2.0,669.9999999999999,0.0,9.0,7.0,10050,670.0,11.75438596491228,rashard mendenhall+2008,1
rashard mendenhall+2013,96.0,26.0,15.0,15.0,21.0,18.0,0.0,0.0,0.0,687.0,8.0,217.0,134.0,0.0,142.1,0.0,4.0,3.0,2013,142.1,9.473333333333333,rashard mendenhall+2013,2
ray agnew+2014,471.0,23.0,12.0,9.0,9.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0,0.0,4.7,0.0,0.0,0.0,2014,4.7,0.39166666666666666,ray agnew+2014,4
ray rice+2008,288.0,141.0,92.0,80.0,486.0,369.0,1.0,1.0,2.0,6180.0,37.0,1430.0,3034.0,6.0,1538.44,0.0,9.0,7.0,12063,1538.44,16.72217391304348,ray rice+2008,1
ray zellars+1995,754.0,94.0,48.0,29.0,85.0,57.0,0.0,0.0,0.0,1351.0,11.0,382.0,391.0,0.0,283.2,0.0,11.0,7.0,7986,283.2,5.8999999999999995,ray zellars+1995,3
raymont harris+1994,234.0,77.0,41.0,34.0,140.0,99.0,0.0,0.0,0.0,2245.0,15.0,592.0,647.0,1.0,480.2,0.0,5.0,2.0,5987,480.2,11.712195121951218,raymont harris+1994,1
raymont harris+1998,232.0,28.0,8.0,3.0,11.0,10.0,0.0,0.0,0.0,228.0,1.0,79.0,68.0,0.0,41.6,0.0,3.0,2.0,1998,41.599999999999994,5.199999999999999,raymont harris+1998,3
raymont harris+2000,379.0,30.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,36.0,0.0,13.0,20.0,0.0,9.6,0.0,0.0,0.0,2000,9.6,2.4,raymont harris+2000,3
reagan maui'a+2010,469.0,26.0,15.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,2010,4.0,0.26666666666666666,reagan maui'a+2010,4
reggie bonnafon+2019,828.0,48.0,20.0,0.0,11.0,8.0,0.0,0.0,0.0,120.0,1.0,17.0,69.0,0.0,31.3,0.0,0.0,0.0,4040,32.9,1.645,reggie bonnafon+2019,3
reggie brooks+1993,214.0,45.0,29.0,16.0,56.0,34.0,0.0,0.0,0.0,1360.0,5.0,323.0,254.0,0.0,211.4,0.0,7.0,3.0,3987,219.4,7.56551724137931,reggie brooks+1993,2
reggie brooks+1996,189.0,25.0,11.0,4.0,6.0,3.0,0.0,0.0,0.0,368.0,2.0,112.0,13.0,0.0,51.1,0.0,1.0,1.0,1996,51.1,4.6454545454545455,reggie brooks+1996,3
reggie brown+1998,1131.0,78.0,43.0,10.0,51.0,36.0,0.0,0.0,0.0,46.0,0.0,18.0,237.0,1.0,70.3,0.0,1.0,0.0,5997,70.3,1.6348837209302325,reggie brown+1998,3
reggie bush+2008,340.0,48.0,18.0,15.0,115.0,86.0,0.0,0.0,0.0,554.0,2.0,142.0,648.0,5.0,244.2,0.0,5.0,2.0,4018,244.2,13.566666666666666,reggie bush+2008,1
reggie bush+2011,82.0,53.0,31.0,31.0,104.0,78.0,0.0,0.0,0.0,2072.0,12.0,443.0,588.0,3.0,426.0,0.0,8.0,4.0,4023,426.0,13.741935483870968,reggie bush+2011,1
reggie bush+2013,202.0,57.0,25.0,23.0,136.0,94.0,0.0,0.0,0.0,1303.0,6.0,299.0,759.0,3.0,346.2,0.0,6.0,4.0,4027,346.20000000000005,13.848000000000003,reggie bush+2013,1
reggie bush+2015,455.0,30.0,5.0,1.0,10.0,4.0,0.0,0.0,0.0,28.0,0.0,8.0,19.0,0.0,8.7,0.0,0.0,0.0,2015,8.700000000000001,1.7400000000000002,reggie bush+2015,3
reggie bush+2016,340.0,31.0,13.0,0.0,10.0,7.0,0.0,0.0,0.0,-3.0,1.0,12.0,90.0,0.0,21.7,0.0,1.0,0.0,2016,21.7,1.669230769230769,reggie bush+2016,3
reggie cobb+1993,106.0,25.0,12.0,10.0,14.0,9.0,0.0,0.0,0.0,658.0,3.0,221.0,61.0,1.0,94.9,0.0,5.0,0.0,1993,104.89999999999999,8.741666666666665,reggie cobb+1993,2
reggie cobb+1994,98.0,26.0,16.0,13.0,51.0,35.0,0.0,0.0,0.0,579.0,3.0,153.0,299.0,1.0,144.8,0.0,1.0,1.0,1994,144.8,9.05,reggie cobb+1994,2
reggie cobb+1996,289.0,28.0,15.0,0.0,4.0,4.0,0.0,0.0,0.0,85.0,1.0,25.0,23.0,0.0,20.8,0.0,0.0,0.0,1996,20.8,1.3866666666666667,reggie cobb+1996,3
reggie gilliam+2021,494.0,24.0,16.0,5.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,23.0,0.0,3.0,0.0,0.0,0.0,2021,5.6,0.35,reggie gilliam+2021,4
reggie rivers+1993,1308.0,106.0,64.0,3.0,37.0,30.0,0.0,0.0,1.0,141.0,3.0,62.0,226.0,1.0,88.70000000000002,0.0,1.0,1.0,7978,88.7,1.3859375,reggie rivers+1993,3
reno mahe+2004,1521.0,102.0,53.0,1.0,43.0,32.0,0.0,0.0,0.0,196.0,0.0,47.0,225.0,0.0,70.1,0.0,9.0,2.0,8022,70.1,1.322641509433962,reno mahe+2004,3
reshard lee+2004,313.0,24.0,14.0,0.0,3.0,1.0,0.0,0.0,0.0,128.0,1.0,27.0,4.0,0.0,20.200000000000006,0.0,0.0,0.0,2004,20.2,1.4428571428571428,reshard lee+2004,3
reshard lee+2005,465.0,25.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,11.0,5.0,0.0,-0.8999999999999999,0.0,2.0,2.0,2005,-0.8999999999999999,-0.12857142857142856,reshard lee+2005,4
reshard lee+2006,247.0,26.0,16.0,3.0,25.0,20.0,0.0,0.0,0.0,72.0,2.0,21.0,138.0,0.0,51.0,0.0,1.0,1.0,2006,51.0,3.1875,reshard lee+2006,3
reuben droughns+2001,310.0,23.0,9.0,3.0,5.0,4.0,0.0,0.0,0.0,72.0,0.0,30.0,21.0,1.0,19.3,0.0,0.0,0.0,2001,19.3,2.1444444444444444,reuben droughns+2001,3
reuben droughns+2002,629.0,75.0,47.0,19.0,63.0,46.0,0.0,0.0,0.0,1265.0,7.0,285.0,381.0,5.0,276.6,0.0,5.0,3.0,6009,276.6,5.885106382978724,reuben droughns+2002,3
reuben droughns+2005,142.0,55.0,30.0,28.0,89.0,66.0,0.0,0.0,0.0,1990.0,6.0,529.0,538.0,0.0,344.79999999999995,0.0,11.0,5.0,4011,344.79999999999995,11.493333333333332,reuben droughns+2005,1
reuben droughns+2007,168.0,29.0,16.0,1.0,15.0,7.0,0.0,0.0,0.0,275.0,6.0,85.0,49.0,0.0,75.4,0.0,1.0,0.0,2007,75.4,4.7125,reuben droughns+2007,3
rex burkhead+2014,927.0,75.0,41.0,1.0,45.0,34.0,0.0,0.0,0.0,375.0,3.0,87.0,288.0,1.0,120.30000000000001,0.0,2.0,2.0,6045,120.30000000000001,2.934146341463415,rex burkhead+2014,3
rex burkhead+2017,543.0,114.0,41.0,8.0,127.0,96.0,0.0,0.0,0.0,1026.0,11.0,253.0,856.0,7.0,363.6,0.0,4.0,2.0,8074,388.20000000000005,9.46829268292683,rex burkhead+2017,2
rex burkhead+2021,167.0,31.0,16.0,5.0,32.0,25.0,0.0,0.0,1.0,427.0,3.0,122.0,186.0,0.0,79.0,0.0,1.0,0.0,2021,104.30000000000001,6.518750000000001,rex burkhead+2021,3
rhamondre stevenson+2021,125.0,23.0,12.0,2.0,18.0,14.0,0.0,0.0,0.0,606.0,5.0,133.0,123.0,0.0,101.0,0.0,2.0,1.0,2021,114.89999999999999,9.575,rhamondre stevenson+2021,2
richard gordon+2011,536.0,24.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,0.0,0.0,0.0,2011,1.2,0.08571428571428572,richard gordon+2011,4
richard huntley+1998,507.0,81.0,45.0,3.0,64.0,40.0,0.0,0.0,0.0,1024.0,9.0,194.0,362.0,3.0,238.6,0.0,9.0,6.0,5997,238.6,5.302222222222222,richard huntley+1998,3
richard huntley+2001,118.0,29.0,14.0,9.0,32.0,21.0,0.0,0.0,1.0,665.0,2.0,165.0,101.0,1.0,111.6,0.0,3.0,2.0,2001,111.6,7.971428571428571,richard huntley+2001,2
richard murphy+2012,391.0,26.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,92.0,0.0,23.0,0.0,0.0,9.2,0.0,0.0,0.0,2012,9.200000000000001,1.8400000000000003,richard murphy+2012,3
richard owens+2005,467.0,25.0,16.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,3.8,0.0,0.0,0.0,2005,3.8,0.2375,richard owens+2005,4
richard owens+2007,492.0,27.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.9,0.0,0.0,0.0,2007,1.9,0.1357142857142857,richard owens+2007,4
richie anderson+1994,2111.0,243.0,127.0,70.0,426.0,305.0,0.0,0.0,2.0,722.0,2.0,191.0,2449.0,10.0,680.1,0.0,8.0,7.0,17982,680.0999999999999,5.35511811023622,richie anderson+1994,3
richie anderson+2003,282.0,65.0,27.0,12.0,128.0,95.0,26.0,1.0,2.0,552.0,2.0,127.0,700.0,4.0,259.24,0.0,2.0,1.0,4007,259.24,9.601481481481482,richie anderson+2003,2
richie brockel+2011,380.0,25.0,11.0,2.0,3.0,3.0,0.0,0.0,0.0,12.0,1.0,3.0,13.0,0.0,11.5,0.0,0.0,0.0,2011,11.5,1.0454545454545454,richie brockel+2011,4
ricky ervins+1993,314.0,51.0,31.0,11.0,87.0,67.0,0.0,0.0,0.0,851.0,3.0,235.0,416.0,1.0,211.70000000000002,0.0,3.0,1.0,3987,215.70000000000002,6.958064516129033,ricky ervins+1993,3
ricky ervins+1995,324.0,27.0,14.0,0.0,3.0,2.0,0.0,0.0,0.0,88.0,0.0,23.0,21.0,0.0,12.9,0.0,0.0,0.0,1995,12.9,0.9214285714285715,ricky ervins+1995,4
ricky ortiz+2018,528.0,24.0,12.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.1,0.0,0.0,0.0,2018,4.1,0.3416666666666666,ricky ortiz+2018,4
ricky watters+1993,19.0,49.0,29.0,29.0,133.0,97.0,0.0,0.0,0.0,1827.0,16.0,447.0,1045.0,6.0,500.20000000000005,0.0,13.0,3.0,3987,510.20000000000005,17.593103448275862,ricky watters+1993,1
ricky watters+1995,36.0,81.0,48.0,48.0,236.0,161.0,0.0,0.0,0.0,3794.0,31.0,975.0,1318.0,1.0,844.2,0.0,14.0,10.0,5988,844.2,17.587500000000002,ricky watters+1995,1
ricky watters+1998,235.0,122.0,53.0,52.0,249.0,166.0,1.0,1.0,1.0,4009.0,22.0,994.0,1480.0,4.0,858.94,0.0,14.0,8.0,7998,858.94,16.206415094339622,ricky watters+1998,1
ricky whittle+1996,277.0,25.0,10.0,0.0,34.0,26.0,0.0,0.0,0.0,52.0,0.0,20.0,162.0,0.0,47.40000000000001,0.0,1.0,0.0,1996,47.4,4.74,ricky whittle+1996,3
ricky williams+1999,153.0,69.0,38.0,38.0,183.0,132.0,34.0,0.0,2.0,3129.0,16.0,814.0,1092.0,2.0,639.46,0.0,20.0,12.0,6000,639.46,16.827894736842108,ricky williams+1999,1
ricky williams+2002,915.0,224.0,115.0,49.0,294.0,220.0,0.0,0.0,1.0,6611.0,50.0,1562.0,1608.0,8.0,1351.9,1.0,31.0,18.0,16042,1351.9000000000003,11.755652173913047,ricky williams+2002,1
ricky williams+2011,183.0,34.0,16.0,0.0,20.0,13.0,0.0,0.0,0.0,444.0,2.0,108.0,83.0,0.0,73.7,0.0,2.0,2.0,2011,73.7,4.60625,ricky williams+2011,3
rico dowdle+2020,0.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,2020,2.4000000000000004,0.16000000000000003,rico dowdle+2020,4
rob konrad+1999,1444.0,126.0,68.0,45.0,166.0,95.0,0.0,0.0,0.0,97.0,1.0,34.0,688.0,6.0,211.49999999999997,0.0,5.0,2.0,10006,211.5,3.110294117647059,rob konrad+1999,3
robert chancey+1998,234.0,26.0,16.0,1.0,15.0,11.0,0.0,0.0,0.0,122.0,2.0,29.0,102.0,0.0,45.4,0.0,2.0,0.0,1998,45.400000000000006,2.8375000000000004,robert chancey+1998,3
robert chancey+2000,249.0,28.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,141.0,2.0,42.0,6.0,0.0,27.7,0.0,0.0,0.0,2000,27.700000000000003,6.925000000000001,robert chancey+2000,3
robert delpino+1993,88.0,28.0,16.0,4.0,36.0,26.0,0.0,0.0,0.0,445.0,8.0,131.0,195.0,0.0,136.0,0.0,1.0,0.0,1993,138.0,8.625,robert delpino+1993,2
robert edwards+1998,12.0,24.0,16.0,15.0,52.0,35.0,0.0,0.0,0.0,1115.0,9.0,291.0,331.0,3.0,249.6,0.0,5.0,1.0,1998,249.6,15.6,robert edwards+1998,1
robert edwards+2002,243.0,28.0,12.0,0.0,23.0,18.0,0.0,0.0,0.0,107.0,1.0,20.0,126.0,1.0,53.3,0.0,0.0,0.0,2002,53.300000000000004,4.441666666666667,robert edwards+2002,3
robert green+1993,863.0,98.0,53.0,6.0,112.0,78.0,0.0,0.0,0.0,970.0,3.0,207.0,586.0,2.0,259.59999999999997,0.0,6.0,2.0,7978,259.6,4.89811320754717,robert green+1993,3
robert holcombe+1998,918.0,98.0,58.0,22.0,51.0,29.0,0.0,0.0,0.0,636.0,10.0,210.0,301.0,2.0,186.69999999999996,0.0,5.0,4.0,7998,186.7,3.218965517241379,robert holcombe+1998,3
robert holcombe+2002,832.0,84.0,39.0,8.0,57.0,40.0,0.0,0.0,0.0,505.0,1.0,127.0,272.0,1.0,125.7,0.0,3.0,2.0,6009,125.7,3.223076923076923,robert holcombe+2002,3
robert hughes+2012,494.0,23.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,1.8,0.0,0.0,0.0,2012,1.8,0.36,robert hughes+2012,4
robert hughes+2014,352.0,25.0,16.0,4.0,12.0,8.0,0.0,0.0,0.0,11.0,0.0,7.0,140.0,0.0,23.1,0.0,0.0,0.0,2014,23.1,1.44375,robert hughes+2014,3
robert kelley+2016,345.0,49.0,22.0,16.0,25.0,16.0,0.0,0.0,0.0,898.0,9.0,230.0,100.0,1.0,175.8,0.0,0.0,0.0,4033,175.8,7.990909090909091,robert kelley+2016,2
robert royal+2007,234.0,28.0,16.0,15.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,3.0,63.8,0.0,2.0,2.0,2007,63.8,3.9875,robert royal+2007,3
robert smith+1993,804.0,196.0,98.0,72.0,229.0,178.0,0.0,0.0,0.0,6818.0,32.0,1411.0,1292.0,6.0,1207.0,0.0,9.0,5.0,15972,1207.0,12.316326530612244,robert smith+1993,1
robert thomas+1999,1316.0,106.0,52.0,36.0,77.0,50.0,0.0,0.0,0.0,157.0,0.0,39.0,280.0,3.0,109.69999999999999,0.0,2.0,1.0,8002,109.69999999999999,2.1096153846153842,robert thomas+1999,3
robert turbin+2012,694.0,72.0,48.0,3.0,55.0,43.0,0.0,0.0,0.0,928.0,0.0,231.0,427.0,2.0,186.5,0.0,2.0,2.0,6039,186.5,3.8854166666666665,robert turbin+2012,3
robert turbin+2015,292.0,26.0,10.0,0.0,10.0,7.0,0.0,0.0,0.0,199.0,1.0,50.0,23.0,0.0,35.2,0.0,0.0,0.0,2015,35.2,3.5200000000000005,robert turbin+2015,3
robert turbin+2016,488.0,55.0,21.0,1.0,46.0,35.0,0.0,0.0,0.0,217.0,8.0,70.0,235.0,1.0,134.2,0.0,0.0,0.0,4033,134.20000000000002,6.390476190476191,robert turbin+2016,3
robert wilson+1994,468.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-0.1,0.0,0.0,0.0,1994,-0.1,-0.025,robert wilson+1994,4
robert wilson+1995,805.0,53.0,31.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,8.0,1.0,10.3,0.0,0.0,0.0,3991,10.3,0.33225806451612905,robert wilson+1995,4
roc thomas+2018,444.0,23.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,30.0,0.0,8.0,21.0,0.0,7.1,0.0,0.0,0.0,2018,7.1,1.42,roc thomas+2018,3
rock cartwright+2002,2831.0,212.0,123.0,5.0,79.0,59.0,0.0,0.0,0.0,889.0,6.0,215.0,555.0,2.0,243.39999999999998,0.0,5.0,4.0,16044,243.39999999999998,1.978861788617886,rock cartwright+2002,3
rock cartwright+2010,841.0,63.0,31.0,0.0,9.0,5.0,0.0,0.0,0.0,67.0,0.0,13.0,34.0,0.0,15.100000000000001,0.0,0.0,0.0,4021,15.100000000000001,0.4870967741935484,rock cartwright+2010,4
rod bernstine+1993,35.0,28.0,15.0,14.0,61.0,44.0,0.0,0.0,0.0,816.0,4.0,223.0,372.0,0.0,180.8,0.0,3.0,0.0,1993,186.8,12.453333333333335,rod bernstine+1993,1
rod smart+2001,460.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.6,0.0,0.0,0.0,2001,0.6000000000000001,0.10000000000000002,rod smart+2001,4
rod smart+2002,1448.0,79.0,44.0,0.0,3.0,3.0,0.0,0.0,0.0,57.0,0.0,24.0,11.0,0.0,5.8,0.0,3.0,2.0,6010,5.800000000000001,0.13181818181818183,rod smart+2002,4
rod smith+2015,518.0,23.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,6.0,0.0,2.1,0.0,0.0,0.0,2015,2.1,0.19090909090909092,rod smith+2015,4
rod smith+2016,1047.0,75.0,38.0,2.0,36.0,29.0,0.0,0.0,0.0,359.0,5.0,99.0,266.0,1.0,127.50000000000001,0.0,0.0,0.0,6051,127.50000000000001,3.355263157894737,rod smith+2016,3
rodney culver+1993,185.0,24.0,16.0,1.0,15.0,11.0,0.0,0.0,0.0,150.0,3.0,65.0,112.0,1.0,55.2,0.0,3.0,0.0,1993,61.2,3.825,rodney culver+1993,3
rodney culver+1995,220.0,26.0,8.0,2.0,5.0,5.0,0.0,0.0,0.0,155.0,3.0,47.0,21.0,0.0,40.6,0.0,0.0,0.0,1995,40.6,5.075,rodney culver+1995,3
rodney hampton+1993,223.0,102.0,57.0,53.0,93.0,71.0,0.0,0.0,0.0,4161.0,22.0,1179.0,537.0,0.0,656.8,0.0,10.0,6.0,7978,660.8,11.59298245614035,rodney hampton+1993,1
rodney smith+2020,0.0,24.0,7.0,1.0,11.0,9.0,0.0,0.0,0.0,156.0,1.0,41.0,59.0,0.0,28.0,0.0,1.0,0.0,2020,36.5,5.214285714285714,rodney smith+2020,3
rodney thomas+1995,287.0,45.0,32.0,10.0,76.0,52.0,0.0,0.0,0.0,1098.0,6.0,300.0,332.0,2.0,229.0,0.0,8.0,7.0,3991,229.0,7.15625,rodney thomas+1995,3
rodney thomas+1997,943.0,102.0,59.0,1.0,48.0,37.0,0.0,0.0,0.0,749.0,6.0,195.0,273.0,1.0,179.2,0.0,2.0,1.0,7994,179.2,3.03728813559322,rodney thomas+1997,3
rodney thomas+2001,314.0,28.0,12.0,0.0,3.0,2.0,0.0,0.0,0.0,126.0,0.0,37.0,26.0,0.0,17.2,0.0,0.0,0.0,2001,17.200000000000003,1.4333333333333336,rodney thomas+2001,3
roger craig+1993,198.0,33.0,14.0,3.0,32.0,19.0,0.0,0.0,0.0,119.0,1.0,38.0,169.0,1.0,57.8,0.0,1.0,0.0,1993,59.8,4.271428571428571,roger craig+1993,3
ron dayne+2000,645.0,95.0,62.0,14.0,30.0,23.0,0.0,0.0,0.0,2067.0,16.0,585.0,134.0,0.0,333.1,0.0,4.0,3.0,8007,333.1,5.372580645161291,ron dayne+2000,3
ron dayne+2005,245.0,27.0,10.0,0.0,3.0,3.0,0.0,0.0,0.0,270.0,1.0,53.0,17.0,0.0,35.7,0.0,1.0,1.0,2005,35.7,3.5700000000000003,ron dayne+2005,3
ron dayne+2006,213.0,57.0,24.0,14.0,44.0,31.0,0.0,0.0,0.0,1385.0,11.0,345.0,189.0,0.0,254.4,0.0,2.0,0.0,4013,254.4,10.6,ron dayne+2006,2
ron dickerson+1994,391.0,23.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.1,0.0,1.0,1.0,1994,1.1,0.12222222222222223,ron dickerson+1994,4
ron rivers+1995,1384.0,130.0,69.0,6.0,30.0,28.0,0.0,0.0,0.0,722.0,3.0,167.0,264.0,1.0,150.60000000000002,0.0,2.0,0.0,9985,150.60000000000002,2.182608695652174,ron rivers+1995,3
ron rivers+2000,422.0,29.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,8.0,0.0,0.0,2.7,0.0,0.0,0.0,2000,2.7,0.45,ron rivers+2000,4
ron wolfley+1993,329.0,31.0,16.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,13.5,0.0,0.0,0.0,1993,13.5,0.84375,ron wolfley+1993,4
ron wolfley+1995,442.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9,0.0,0.0,0.0,1995,0.9,0.1,ron wolfley+1995,4
ronald humphrey+1995,409.0,26.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,11.0,0.0,1.7000000000000002,0.0,1.0,1.0,1995,1.7000000000000002,0.15454545454545457,ronald humphrey+1995,4
ronald jones ii+2020,184.0,47.0,30.0,16.0,55.0,38.0,0.0,0.0,0.0,1406.0,11.0,293.0,229.0,1.0,227.0,0.0,4.0,4.0,4041,265.5,8.85,ronald jones ii+2020,2
ronald jones+2018,470.0,43.0,25.0,9.0,49.0,38.0,0.0,0.0,0.0,768.0,7.0,195.0,342.0,0.0,187.00000000000003,0.0,3.0,2.0,4037,187.0,7.48,ronald jones+2018,2
ronald moore+1993,27.0,23.0,16.0,11.0,7.0,3.0,0.0,0.0,0.0,1018.0,9.0,263.0,16.0,0.0,154.39999999999995,0.0,3.0,0.0,1993,160.4,10.025,ronald moore+1993,2
ronald moore+1994,96.0,24.0,16.0,16.0,11.0,8.0,0.0,0.0,1.0,780.0,4.0,232.0,52.0,1.0,119.2,0.0,2.0,1.0,1994,119.2,7.45,ronald moore+1994,2
ronald moore+1995,791.0,51.0,31.0,3.0,11.0,8.0,0.0,0.0,0.0,122.0,0.0,44.0,50.0,0.0,19.200000000000003,0.0,3.0,3.0,3991,19.200000000000003,0.6193548387096776,ronald moore+1995,4
ronald moore+1997,223.0,27.0,13.0,4.0,5.0,4.0,0.0,0.0,0.0,278.0,1.0,81.0,34.0,0.0,41.2,0.0,0.0,0.0,1997,41.199999999999996,3.169230769230769,ronald moore+1997,3
rondell mealey+2001,380.0,24.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,37.0,0.0,11.0,31.0,0.0,8.8,0.0,0.0,0.0,2001,8.8,0.8,rondell mealey+2001,4
ronney jenkins+2000,941.0,47.0,32.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,9.0,1.0,0.0,-0.3999999999999999,0.0,4.0,1.0,4001,-0.3999999999999999,-0.012499999999999997,ronney jenkins+2000,4
ronnie brown+2005,484.0,159.0,76.0,71.0,237.0,184.0,63.0,2.0,12.0,4815.0,36.0,1128.0,1491.0,2.0,1033.1200000000001,0.0,13.0,10.0,12045,1033.12,13.593684210526314,ronnie brown+2005,1
ronnie brown+2011,314.0,30.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,136.0,1.0,42.0,0.0,0.0,17.6,0.0,1.0,1.0,2011,17.6,1.1,ronnie brown+2011,4
ronnie brown+2012,485.0,63.0,30.0,1.0,67.0,57.0,0.0,0.0,0.0,377.0,1.0,91.0,431.0,0.0,143.8,0.0,0.0,0.0,4025,143.8,4.793333333333334,ronnie brown+2012,3
ronnie brown+2014,380.0,33.0,10.0,0.0,8.0,5.0,0.0,0.0,0.0,63.0,0.0,20.0,44.0,0.0,15.7,0.0,0.0,0.0,2014,15.700000000000001,1.57,ronnie brown+2014,3
ronnie cruz+2005,864.0,49.0,19.0,3.0,6.0,3.0,0.0,0.0,0.0,19.0,0.0,5.0,35.0,0.0,8.4,0.0,0.0,0.0,4011,8.4,0.4421052631578948,ronnie cruz+2005,4
ronnie harmon+1993,317.0,90.0,48.0,2.0,280.0,194.0,0.0,0.0,0.0,497.0,2.0,122.0,1959.0,8.0,499.6,0.0,1.0,0.0,5982,499.6,10.408333333333333,ronnie harmon+1993,2
ronnie harmon+1997,266.0,33.0,12.0,0.0,21.0,18.0,0.0,0.0,0.0,36.0,0.0,10.0,197.0,0.0,41.3,0.0,0.0,0.0,1997,41.300000000000004,3.441666666666667,ronnie harmon+1997,3
ronnie hillman+2012,704.0,90.0,48.0,15.0,95.0,67.0,0.0,0.0,0.0,1845.0,12.0,453.0,431.0,1.0,366.6,0.0,8.0,3.0,8054,366.6,7.6375,ronnie hillman+2012,2
ronnie hillman+2016,309.0,25.0,8.0,1.0,15.0,7.0,0.0,0.0,0.0,131.0,0.0,41.0,93.0,0.0,29.4,0.0,0.0,0.0,2016,29.400000000000002,3.6750000000000003,ronnie hillman+2016,3
