,Round,Pick,Team,Player,Position,Age,School,Year,Weight,40 Time,Vertical Jump,3 Cone,Shuttle,Height (in),PK,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs,YPG,Conf,response
231,7,236,DET,Brandon Drumm,RB,,Colorado,2003,,,,,,,brandon drumm+2003,,,,,,,,,,,,,,,,
232,7,242,PIT,J.T. Wall,RB,,Georgia,2003,,,,,,,j.t. wall+2003,,,,,,,,,,,,,,,,
233,7,247,CAR,Casey Moore,RB,,Stanford,2003,,,,,,,casey moore+2003,,,,,,,,,,,,,,,,
234,1,24,STL,Steven Jackson,RB,21.0,Oregon St.,2004,241.0,4.55,,,,73.0,steven jackson+2004,37.0,743.0,3625.0,4.878869448183042,39.0,66.0,680.0,10.303030303030303,6.0,809.0,4305.0,5.3213844252163165,45.0,18.37837837837838,Pac-10,1.0
235,1,26,CIN,Chris Perry,RB,22.0,Michigan,2004,224.0,4.56,,,,72.0,chris perry+2004,36.0,717.0,3240.0,4.518828451882845,34.0,64.0,569.0,8.890625,2.0,781.0,3809.0,4.87708066581306,36.0,15.805555555555555,Big Ten,
236,1,30,DET,Kevin Jones,RB,22.0,Virginia Tech,2004,227.0,4.38,38.0,,,72.0,kevin jones+2004,37.0,616.0,3475.0,5.641233766233766,35.0,24.0,229.0,9.541666666666666,0.0,640.0,3704.0,5.7875,35.0,6.1891891891891895,Big East,1.0
237,2,41,DEN,Tatum Bell,RB,23.0,Oklahoma St.,2004,212.0,4.37,38.5,,,71.0,tatum bell+2004,32.0,585.0,3158.0,5.398290598290599,33.0,31.0,216.0,6.967741935483871,2.0,616.0,3374.0,5.4772727272727275,35.0,6.75,Big 12,2.0
238,2,43,DAL,Julius Jones,RB,23.0,Notre Dame,2004,217.0,4.47,37.5,6.97,4.12,70.0,julius jones+2004,45.0,634.0,3018.0,4.760252365930599,26.0,28.0,250.0,8.928571428571429,1.0,662.0,3268.0,4.936555891238671,27.0,5.555555555555555,Ind,1.0
239,2,55,JAX,Greg Jones,RB,23.0,Florida St.,2004,249.0,4.55,,,,73.0,greg jones+2004,34.0,439.0,2269.0,5.168564920273348,21.0,22.0,137.0,6.2272727272727275,0.0,461.0,2406.0,5.219088937093275,21.0,4.029411764705882,ACC,3.0
240,4,119,MIN,Mewelde Moore,RB,22.0,Tulane,2004,209.0,4.65,35.0,7.05,4.12,71.0,mewelde moore+2004,44.0,909.0,4364.0,4.8008800880088005,21.0,189.0,2059.0,10.894179894179894,15.0,1098.0,6423.0,5.8497267759562845,36.0,46.79545454545455,CUSA,3.0
241,4,128,NWE,Cedric Cobbs,RB,23.0,Arkansas,2004,223.0,4.75,40.0,,,72.0,cedric cobbs+2004,35.0,515.0,2619.0,5.085436893203884,24.0,23.0,118.0,5.130434782608695,1.0,538.0,2737.0,5.087360594795539,25.0,3.3714285714285714,SEC,
242,5,154,SDG,Michael Turner,RB,22.0,Northern Illinois,2004,237.0,4.49,31.0,7.5,4.15,70.0,michael turner+2004,45.0,940.0,4941.0,5.256382978723404,43.0,43.0,451.0,10.488372093023257,3.0,983.0,5392.0,5.485249237029501,46.0,10.022222222222222,MAC,3.0
243,6,191,TEN,Troy Fleming,RB,23.0,Tennessee,2004,,,,,,,troy fleming+2004,,,,,,,,,,,,,,,,3.0
244,7,208,CLE,Adimchinobe Echemandu,RB,23.0,California,2004,226.0,4.58,,,,71.0,adimchinobe echemandu+2004,13.0,238.0,1195.0,5.0210084033613445,13.0,22.0,185.0,8.409090909090908,0.0,260.0,1380.0,5.3076923076923075,13.0,14.23076923076923,Pac-10,3.0
245,7,219,ATL,Quincy Wilson,RB,23.0,West Virginia,2004,225.0,4.6,33.5,7.68,4.36,69.0,quincy wilson+2004,25.0,422.0,2281.0,5.4052132701421804,18.0,23.0,131.0,5.695652173913044,1.0,445.0,2412.0,5.420224719101124,19.0,5.24,Big East,
246,7,228,TAM,Casey Cramer,RB,22.0,Dartmouth,2004,,,,,,,casey cramer+2004,,,,,,,,,,,,,,,,
247,7,235,NYG,Derrick Ward,RB,24.0,Ottawa (KS),2004,,,,,,,derrick ward+2004,,,,,,,,,,,,,,,,
248,7,242,PHI,Bruce Perry,RB,23.0,Maryland,2004,,,,,,,bruce perry+2004,21.0,366.0,1955.0,5.341530054644808,16.0,48.0,401.0,8.354166666666666,2.0,414.0,2356.0,5.690821256038648,18.0,19.095238095238095,ACC,
249,7,247,DEN,Brandon Miree,RB,23.0,Pittsburgh,2004,,,,,,,brandon miree+2004,19.0,329.0,1516.0,4.60790273556231,10.0,27.0,253.0,9.37037037037037,1.0,356.0,1769.0,4.969101123595506,11.0,13.31578947368421,Big East,
250,1,2,MIA,Ronnie Brown,RB,23.0,Auburn,2005,233.0,4.43,34.0,7.1,4.08,72.0,ronnie brown+2005,45.0,507.0,2697.0,5.319526627218935,28.0,58.0,668.0,11.517241379310345,2.0,565.0,3365.0,5.95575221238938,30.0,14.844444444444445,SEC,1.0
251,1,4,CHI,Cedric Benson,RB,22.0,Texas,2005,222.0,4.62,,,,70.0,cedric benson+2005,49.0,1112.0,5540.0,4.982014388489208,64.0,69.0,621.0,9.0,3.0,1181.0,6161.0,5.2167654530059275,67.0,12.673469387755102,Big 12,2.0
252,1,5,TAM,Cadillac Williams,RB,23.0,Auburn,2005,217.0,4.43,35.5,6.94,4.15,71.0,cadillac williams+2005,,,,,,,,,,,,,,,,2.0
253,2,44,ARI,J.J. Arrington,RB,22.0,California,2005,214.0,4.4,35.0,6.81,4.1,69.0,j.j. arrington+2005,25.0,396.0,2625.0,6.628787878787879,20.0,42.0,299.0,7.119047619047619,3.0,438.0,2924.0,6.675799086757991,23.0,11.96,Pac-10,3.0
254,2,54,CAR,Eric Shelton,RB,22.0,Louisville,2005,246.0,4.53,38.5,7.44,4.08,73.0,eric shelton+2005,22.0,312.0,1728.0,5.538461538461538,30.0,7.0,54.0,7.714285714285714,0.0,319.0,1782.0,5.586206896551724,30.0,2.4545454545454546,CUSA,
255,3,65,SFO,Frank Gore,RB,22.0,Miami (FL),2005,217.0,4.58,,,,69.0,frank gore+2005,17.0,286.0,1413.0,4.940559440559441,12.0,22.0,211.0,9.590909090909092,0.0,308.0,1624.0,5.2727272727272725,12.0,12.411764705882353,ACC,1.0
256,3,73,HOU,Vernand Morency,RB,25.0,Oklahoma St.,2005,212.0,4.66,33.5,7.02,4.12,70.0,vernand morency+2005,24.0,393.0,2392.0,6.086513994910941,20.0,9.0,121.0,13.444444444444445,1.0,402.0,2513.0,6.251243781094527,21.0,5.041666666666667,Big 12,3.0
257,3,77,PHI,Ryan Moats,RB,22.0,Louisiana Tech,2005,210.0,4.46,36.0,7.22,4.1,68.0,ryan moats+2005,24.0,487.0,3074.0,6.312114989733059,28.0,42.0,367.0,8.738095238095237,2.0,529.0,3441.0,6.504725897920605,30.0,15.291666666666666,WAC,3.0
258,3,101,DEN,Maurice Clarett,RB,,Ohio St.,2005,234.0,4.78,34.0,,,72.0,maurice clarett+2005,,,,,,,,,,,,,,,,
259,4,109,DAL,Marion Barber III,RB,22.0,Minnesota,2005,221.0,4.49,40.0,,,71.0,marion barber iii+2005,36.0,556.0,3207.0,5.767985611510792,35.0,18.0,165.0,9.166666666666666,0.0,574.0,3372.0,5.874564459930314,35.0,4.583333333333333,Big Ten,
260,4,110,NYG,Brandon Jacobs,RB,23.0,Southern Illinois,2005,267.0,4.56,37.0,7.53,4.46,76.0,brandon jacobs+2005,,,,,,,,,,,,,,,,2.0
261,4,112,MIN,Ciatrick Fason,RB,22.0,Florida,2005,207.0,4.58,,,,73.0,ciatrick fason+2005,25.0,306.0,1850.0,6.045751633986928,13.0,46.0,408.0,8.869565217391305,5.0,352.0,2258.0,6.4147727272727275,18.0,16.32,SEC,3.0
262,4,120,WAS,Manuel White,RB,,UCLA,2005,,,,,,,manuel white+2005,29.0,345.0,1524.0,4.417391304347826,16.0,47.0,454.0,9.659574468085106,3.0,392.0,1978.0,5.045918367346939,19.0,15.655172413793103,Pac-10,
263,4,127,JAX,Alvin Pearman,RB,23.0,Virginia,2005,208.0,4.63,34.0,7.06,4.08,69.0,alvin pearman+2005,37.0,417.0,2051.0,4.918465227817745,15.0,117.0,1203.0,10.282051282051283,8.0,534.0,3254.0,6.093632958801498,23.0,32.513513513513516,ACC,3.0
264,4,130,SDG,Darren Sproles,RB,22.0,Kansas St.,2005,187.0,4.47,33.0,6.96,3.96,66.0,darren sproles+2005,39.0,787.0,4769.0,6.059720457433291,44.0,66.0,609.0,9.227272727272727,2.0,853.0,5378.0,6.304806565064478,46.0,15.615384615384615,Big 12,3.0
265,5,142,TEN,Damien Nash,RB,23.0,Missouri,2005,,,,,,,damien nash+2005,22.0,244.0,1194.0,4.89344262295082,12.0,36.0,281.0,7.805555555555555,2.0,280.0,1475.0,5.267857142857143,14.0,12.772727272727273,Big 12,
266,6,182,NYJ,Cedric Houston,RB,23.0,Tennessee,2005,225.0,4.61,,,,71.0,cedric houston+2005,37.0,483.0,2528.0,5.233954451345756,16.0,39.0,369.0,9.461538461538462,1.0,522.0,2897.0,5.549808429118774,17.0,9.972972972972974,SEC,3.0
267,6,201,ATL,DeAndra Cobb,RB,24.0,Michigan St.,2005,196.0,4.49,34.0,7.13,4.25,70.0,deandra cobb+2005,12.0,96.0,728.0,7.583333333333333,4.0,7.0,10.0,1.4285714285714286,0.0,103.0,738.0,7.165048543689321,4.0,0.8333333333333334,Big Ten,
268,7,221,TAM,Rick Razzano,RB,,Mississippi,2005,,,,,,,rick razzano+2005,,,,,,,,,,,,,,,,
269,7,236,BUF,Lionel Gates,RB,23.0,Louisville,2005,222.0,4.6,36.0,7.17,4.1,72.0,lionel gates+2005,22.0,217.0,1190.0,5.483870967741935,18.0,35.0,439.0,12.542857142857143,2.0,252.0,1629.0,6.464285714285714,20.0,19.954545454545453,CUSA,
270,7,243,IND,Anthony Davis,RB,,Wisconsin,2005,200.0,4.5,38.0,7.39,,67.0,anthony davis+2005,29.0,617.0,3210.0,5.2025931928687195,31.0,22.0,198.0,9.0,0.0,639.0,3408.0,5.333333333333333,31.0,6.827586206896552,Big Ten,
271,7,244,PIT,Noah Herron,RB,23.0,Northwestern,2005,224.0,4.6,31.0,6.95,3.97,71.0,noah herron+2005,25.0,393.0,2120.0,5.3944020356234095,19.0,55.0,579.0,10.527272727272727,2.0,448.0,2699.0,6.024553571428571,21.0,23.16,Big Ten,3.0
272,1,2,NOR,Reggie Bush,RB,21.0,USC,2006,201.0,4.37,,,,71.0,reggie bush+2006,39.0,433.0,3169.0,7.318706697459584,25.0,95.0,1301.0,13.694736842105263,13.0,528.0,4470.0,8.465909090909092,38.0,33.35897435897436,Pac-10,
273,1,21,NWE,Laurence Maroney,RB,21.0,Minnesota,2006,217.0,4.48,,,,72.0,laurence maroney+2006,36.0,660.0,3933.0,5.959090909090909,32.0,21.0,197.0,9.380952380952381,1.0,681.0,4130.0,6.0646108663729805,33.0,5.472222222222222,Big Ten,2.0
274,1,27,CAR,DeAngelo Williams,RB,23.0,Memphis,2006,214.0,4.45,35.5,,,69.0,deangelo williams+2006,44.0,969.0,6026.0,6.218782249742002,55.0,70.0,723.0,10.32857142857143,5.0,1039.0,6749.0,6.495668912415784,60.0,16.431818181818183,CUSA,1.0
275,1,30,IND,Joseph Addai,RB,23.0,LSU,2006,214.0,4.4,38.5,7.09,4.47,71.0,joseph addai+2006,37.0,402.0,2111.0,5.251243781094527,14.0,60.0,560.0,9.333333333333334,6.0,462.0,2671.0,5.7813852813852815,20.0,15.135135135135135,SEC,1.0
276,2,45,TEN,LenDale White,RB,21.0,USC,2006,238.0,4.49,,,,72.0,lendale white+2006,39.0,541.0,3159.0,5.839186691312385,52.0,31.0,331.0,10.67741935483871,5.0,572.0,3490.0,6.101398601398602,57.0,8.487179487179487,Pac-10,2.0
277,2,60,JAX,Maurice Jones-Drew,RB,21.0,UCLA,2006,207.0,4.39,36.0,7.08,4.38,67.0,maurice jones-drew+2006,,,,,,,,,,,,,,,,1.0
278,3,74,DET,Brian Calhoun,RB,22.0,Wisconsin,2006,201.0,4.57,31.5,7.05,4.2,69.0,brian calhoun+2006,13.0,348.0,1636.0,4.7011494252873565,22.0,53.0,571.0,10.773584905660377,2.0,401.0,2207.0,5.503740648379052,24.0,43.92307692307692,Big Ten,3.0
279,3,79,ATL,Jerious Norwood,RB,23.0,Mississippi St.,2006,210.0,4.4,36.5,6.81,4.25,72.0,jerious norwood+2006,34.0,507.0,2828.0,5.577909270216963,15.0,38.0,139.0,3.6578947368421053,2.0,545.0,2967.0,5.444036697247706,17.0,4.088235294117647,SEC,2.0
280,4,117,NYJ,Leon Washington,RB,24.0,Florida St.,2006,201.0,4.42,32.5,6.94,4.37,68.0,leon washington+2006,21.0,235.0,1381.0,5.876595744680851,10.0,39.0,357.0,9.153846153846153,1.0,274.0,1738.0,6.343065693430657,11.0,17.0,ACC,2.0
281,4,132,BAL,P.J. Daniels,RB,23.0,Georgia Tech,2006,214.0,4.64,33.0,7.13,4.4,70.0,p.j. daniels+2006,32.0,635.0,3091.0,4.867716535433071,21.0,51.0,312.0,6.117647058823529,3.0,686.0,3403.0,4.960641399416909,24.0,9.75,ACC,
282,5,145,CLE,Jerome Harrison,RB,23.0,Washington St.,2006,201.0,4.47,34.5,6.77,4.07,69.0,jerome harrison+2006,22.0,482.0,2800.0,5.809128630705394,25.0,34.0,275.0,8.088235294117647,1.0,516.0,3075.0,5.959302325581396,26.0,12.5,Pac-10,3.0
283,5,163,SEA,David Kirtman,RB,23.0,USC,2006,,,,,,,david kirtman+2006,,,,,,,,,,,,,,,,
284,6,170,HOU,Wali Lundy,RB,22.0,Virginia,2006,214.0,4.48,35.0,6.99,4.36,71.0,wali lundy+2006,49.0,742.0,3193.0,4.303234501347709,43.0,114.0,895.0,7.850877192982456,9.0,856.0,4088.0,4.775700934579439,52.0,18.26530612244898,ACC,2.0
285,6,195,CHI,J.D. Runnels,RB,22.0,Oklahoma,2006,,,,,,,j.d. runnels+2006,,,,,,,,,,,,,,,,
286,7,222,CLE,Justin Hamilton,RB,23.0,Virginia Tech,2006,,,,,,,justin hamilton+2006,,,,,,,,,,,,,,,,
287,7,240,PIT,Cedric Humes,RB,,Virginia Tech,2006,227.0,4.62,30.5,7.07,4.22,73.0,cedric humes+2006,25.0,292.0,1357.0,4.647260273972603,16.0,18.0,117.0,6.5,0.0,310.0,1474.0,4.754838709677419,16.0,4.68,ACC,
288,7,246,TEN,Quinton Ganther,RB,22.0,Utah,2006,218.0,4.5,35.0,7.19,,69.0,quinton ganther+2006,23.0,314.0,1774.0,5.649681528662421,9.0,32.0,363.0,11.34375,2.0,346.0,2137.0,6.176300578034682,11.0,15.782608695652174,MWC,
289,1,7,MIN,Adrian Peterson,RB,22.0,Oklahoma,2007,217.0,4.4,38.5,7.09,4.4,73.0,adrian peterson+2007,31.0,748.0,4041.0,5.402406417112299,41.0,24.0,198.0,8.25,1.0,772.0,4239.0,5.490932642487047,42.0,6.387096774193548,Big 12,1.0
290,1,12,BUF,Marshawn Lynch,RB,21.0,California,2007,215.0,4.46,35.5,7.05,4.55,71.0,marshawn lynch+2007,23.0,419.0,2602.0,6.210023866348449,21.0,49.0,453.0,9.244897959183673,4.0,468.0,3055.0,6.527777777777778,25.0,19.695652173913043,Pac-10,1.0
291,2,49,CIN,Kenny Irons,RB,,Auburn,2007,203.0,4.45,38.0,7.0,4.17,71.0,kenny irons+2007,23.0,454.0,2186.0,4.814977973568282,17.0,24.0,242.0,10.083333333333334,0.0,478.0,2428.0,5.079497907949791,17.0,10.521739130434783,SEC,
292,2,50,TEN,Chris Henry,RB,22.0,Arizona,2007,230.0,4.4,36.0,6.96,4.14,71.0,chris henry+2007,11.0,165.0,581.0,3.521212121212121,7.0,21.0,197.0,9.380952380952381,1.0,186.0,778.0,4.182795698924731,8.0,17.90909090909091,Pac-10,3.0
293,2,52,STL,Brian Leonard,RB,23.0,Rutgers,2007,226.0,4.52,34.5,6.88,4.22,73.0,brian leonard+2007,47.0,678.0,2775.0,4.092920353982301,32.0,207.0,1868.0,9.02415458937198,13.0,885.0,4643.0,5.246327683615819,45.0,39.744680851063826,Big East,3.0
294,2,63,GNB,Brandon Jackson,RB,21.0,Nebraska,2007,210.0,4.54,37.0,7.0,4.14,70.0,brandon jackson+2007,14.0,188.0,989.0,5.26063829787234,8.0,33.0,313.0,9.484848484848484,2.0,221.0,1302.0,5.891402714932127,10.0,22.357142857142858,Big 12,2.0
295,3,71,MIA,Lorenzo Booker,RB,23.0,Florida St.,2007,191.0,4.46,35.5,,,70.0,lorenzo booker+2007,38.0,435.0,2055.0,4.724137931034483,12.0,95.0,909.0,9.56842105263158,2.0,530.0,2964.0,5.592452830188679,14.0,23.92105263157895,ACC,2.0
296,3,90,PHI,Tony Hunt,RB,21.0,Penn St.,2007,233.0,4.68,,,,74.0,tony hunt+2007,36.0,620.0,3210.0,5.17741935483871,24.0,86.0,799.0,9.290697674418604,3.0,706.0,4009.0,5.6784702549575075,27.0,22.194444444444443,Big Ten,3.0
297,3,93,CHI,Garrett Wolfe,RB,23.0,Northern Illinois,2007,186.0,4.39,35.5,6.69,4.08,67.0,garrett wolfe+2007,33.0,807.0,5164.0,6.399008674101611,52.0,58.0,588.0,10.137931034482758,5.0,865.0,5752.0,6.649710982658959,57.0,17.818181818181817,MAC,3.0
298,4,100,OAK,Michael Bush,RB,23.0,Louisville,2007,243.0,4.62,,,,73.0,michael bush+2007,,,,,,,,,,,,,,,,
299,4,107,NOR,Antonio Pittman,RB,21.0,Ohio St.,2007,207.0,4.4,35.5,6.84,4.16,71.0,antonio pittman+2007,25.0,485.0,2564.0,5.28659793814433,21.0,31.0,288.0,9.290322580645162,0.0,516.0,2852.0,5.5271317829457365,21.0,11.52,Big Ten,3.0
300,4,111,BUF,Dwayne Wright,RB,24.0,Fresno St.,2007,228.0,4.66,34.0,7.23,4.43,71.0,dwayne wright+2007,26.0,451.0,2500.0,5.5432372505543235,14.0,48.0,364.0,7.583333333333333,2.0,499.0,2864.0,5.739478957915832,16.0,14.0,WAC,4.0
301,4,137,BAL,Le'Ron McClain,RB,22.0,Alabama,2007,,,,,,,le'ron mcclain+2007,,,,,,,,,,,,,,,,3.0
302,5,148,KAN,Kolby Smith,RB,22.0,Louisville,2007,220.0,4.5,38.0,7.22,4.34,71.0,kolby smith+2007,23.0,261.0,1385.0,5.306513409961686,13.0,42.0,413.0,9.833333333333334,1.0,303.0,1798.0,5.933993399339934,14.0,17.956521739130434,Big East,
303,6,181,MIA,Reagan Maui'a,RB,23.0,Hawaii,2007,,,,,,,reagan maui'a+2007,,,,,,,,,,,,,,,,
304,6,186,SFO,Thomas Clayton,RB,,Kansas St.,2007,,,,,,,thomas clayton+2007,,,,,,,,,,,,,,,,
305,6,208,NWE,Justise Hairston,RB,,Central Connecticut St.,2007,,,,,,,justise hairston+2007,,,,,,,,,,,,,,,,
306,7,228,GNB,DeShawn Wynn,RB,23.0,Florida,2007,232.0,4.47,31.5,,,70.0,deshawn wynn+2007,38.0,388.0,1860.0,4.793814432989691,20.0,30.0,301.0,10.033333333333333,3.0,418.0,2161.0,5.169856459330144,23.0,7.921052631578948,SEC,3.0
307,7,236,PHI,Nate Ilaoa,RB,,Hawaii,2007,245.0,4.77,30.0,7.1,4.42,69.0,nate ilaoa+2007,25.0,216.0,1633.0,7.560185185185185,19.0,103.0,1111.0,10.78640776699029,6.0,319.0,2744.0,8.601880877742946,25.0,44.44,WAC,
308,7,244,ATL,Jason Snelling,RB,23.0,Virginia,2007,,,,,,,jason snelling+2007,11.0,183.0,772.0,4.218579234972678,7.0,29.0,282.0,9.724137931034482,0.0,212.0,1054.0,4.971698113207547,7.0,25.636363636363637,ACC,3.0
309,7,246,TAM,Kenneth Darby,RB,24.0,Alabama,2007,211.0,4.75,30.0,7.25,4.53,70.0,kenneth darby+2007,37.0,668.0,3139.0,4.699101796407185,11.0,67.0,336.0,5.014925373134329,2.0,735.0,3475.0,4.727891156462585,13.0,9.08108108108108,SEC,
310,7,250,NYG,Ahmad Bradshaw,RB,21.0,Marshall,2007,198.0,4.55,34.0,6.7,4.09,69.0,ahmad bradshaw+2007,33.0,558.0,2982.0,5.344086021505376,31.0,87.0,697.0,8.011494252873563,5.0,645.0,3679.0,5.703875968992248,36.0,21.12121212121212,CUSA,2.0
311,1,4,OAK,Darren McFadden,RB,21.0,Arkansas,2008,211.0,4.33,33.0,,,73.0,darren mcfadden+2008,38.0,785.0,4590.0,5.8471337579617835,41.0,46.0,365.0,7.934782608695652,2.0,831.0,4955.0,5.962695547533093,43.0,9.605263157894736,SEC,1.0
312,1,13,CAR,Jonathan Stewart,RB,21.0,Oregon,2008,235.0,4.46,36.5,,,70.0,jonathan stewart+2008,26.0,463.0,2703.0,5.838012958963283,21.0,42.0,289.0,6.880952380952381,3.0,505.0,2992.0,5.924752475247525,24.0,11.115384615384615,Pac-10,2.0
313,1,22,DAL,Felix Jones,RB,21.0,Arkansas,2008,207.0,4.44,33.5,6.9,4.19,70.0,felix jones+2008,38.0,386.0,2956.0,7.658031088082901,20.0,39.0,383.0,9.820512820512821,3.0,425.0,3339.0,7.856470588235294,23.0,10.078947368421053,SEC,2.0
314,1,23,PIT,Rashard Mendenhall,RB,21.0,Illinois,2008,225.0,4.41,33.5,,4.18,70.0,rashard mendenhall+2008,25.0,340.0,2321.0,6.826470588235294,22.0,46.0,482.0,10.478260869565217,3.0,386.0,2803.0,7.261658031088083,25.0,19.28,Big Ten,1.0
315,1,24,TEN,Chris Johnson,RB,22.0,East Carolina,2008,197.0,4.24,35.0,,,71.0,chris johnson+2008,35.0,546.0,2668.0,4.886446886446887,28.0,104.0,1120.0,10.76923076923077,10.0,650.0,3788.0,5.827692307692308,38.0,32.0,CUSA,1.0
316,2,44,CHI,Matt Forte,RB,22.0,Tulane,2008,217.0,4.44,33.0,6.84,4.23,73.0,matt forte+2008,43.0,833.0,4265.0,5.120048019207683,39.0,103.0,985.0,9.563106796116505,5.0,936.0,5250.0,5.608974358974359,44.0,22.906976744186046,CUSA,1.0
317,2,55,BAL,Ray Rice,RB,21.0,Rutgers,2008,199.0,4.42,31.5,6.65,4.2,68.0,ray rice+2008,38.0,910.0,4926.0,5.4131868131868135,49.0,37.0,334.0,9.027027027027026,1.0,947.0,5260.0,5.554382259767688,50.0,8.789473684210526,Big East,1.0
318,3,64,DET,Kevin Smith,RB,21.0,Central Florida,2008,217.0,4.53,32.0,6.74,4.49,73.0,kevin smith+2008,36.0,905.0,4679.0,5.1701657458563535,45.0,55.0,444.0,8.072727272727272,1.0,960.0,5123.0,5.336458333333334,46.0,12.333333333333334,CUSA,2.0
319,3,73,KAN,Jamaal Charles,RB,21.0,Texas,2008,200.0,4.38,30.5,6.8,4.22,71.0,jamaal charles+2008,38.0,533.0,3328.0,6.2439024390243905,36.0,49.0,539.0,11.0,3.0,582.0,3867.0,6.644329896907217,39.0,14.18421052631579,Big 12,1.0
320,3,89,HOU,Steve Slaton,RB,22.0,West Virginia,2008,197.0,4.45,33.5,,,69.0,steve slaton+2008,36.0,664.0,3923.0,5.908132530120482,50.0,65.0,805.0,12.384615384615385,5.0,729.0,4728.0,6.48559670781893,55.0,22.36111111111111,Big East,1.0
321,4,122,DAL,Tashard Choice,RB,23.0,Georgia Tech,2008,215.0,4.48,34.0,6.88,,70.0,tashard choice+2008,38.0,675.0,3365.0,4.985185185185185,28.0,40.0,281.0,7.025,0.0,715.0,3646.0,5.0993006993006995,28.0,7.394736842105263,ACC,3.0
322,5,139,DEN,Ryan Torain,RB,22.0,Arizona St.,2008,222.0,4.61,34.0,,,72.0,ryan torain+2008,19.0,333.0,1782.0,5.351351351351352,12.0,25.0,305.0,12.2,5.0,358.0,2087.0,5.829608938547486,17.0,16.05263157894737,Pac-10,
323,5,149,ARI,Tim Hightower,RB,22.0,Richmond,2008,,,,,,,tim hightower+2008,,,,,,,,,,,,,,,,2.0
324,5,166,SDG,Marcus Thomas,RB,24.0,Texas-El Paso,2008,213.0,4.59,30.0,,,72.0,marcus thomas+2008,33.0,532.0,2470.0,4.642857142857143,26.0,91.0,950.0,10.43956043956044,6.0,623.0,3420.0,5.489566613162118,32.0,28.78787878787879,CUSA,
325,6,172,ATL,Thomas Brown,RB,22.0,Georgia,2008,204.0,4.51,36.0,7.17,,68.0,thomas brown+2008,33.0,467.0,2390.0,5.117773019271948,22.0,32.0,301.0,9.40625,2.0,499.0,2691.0,5.3927855711422845,24.0,9.121212121212121,SEC,
326,6,176,MIA,Jalen Parmele,RB,22.0,Toledo,2008,224.0,4.47,34.0,6.96,4.29,71.0,jalen parmele+2008,24.0,483.0,2642.0,5.469979296066253,22.0,33.0,285.0,8.636363636363637,1.0,516.0,2927.0,5.672480620155039,23.0,11.875,MAC,
327,6,179,BUF,Xavier Omon,RB,23.0,NW Missouri St.,2008,228.0,4.52,31.0,,,71.0,xavier omon+2008,,,,,,,,,,,,,,,,
328,6,202,IND,Mike Hart,RB,22.0,Michigan,2008,206.0,4.69,28.0,,,69.0,mike hart+2008,,,,,,,,,,,,,,,,3.0
329,6,204,MIA,Lex Hilliard,RB,24.0,Montana,2008,,,,,,,lex hilliard+2008,,,,,,,,,,,,,,,,
330,7,213,JAX,Chauncey Washington,RB,23.0,USC,2008,211.0,4.45,,,,71.0,chauncey washington+2008,25.0,352.0,1713.0,4.8664772727272725,19.0,16.0,152.0,9.5,2.0,368.0,1865.0,5.067934782608695,21.0,6.08,Pac-10,4.0
331,7,233,SEA,Justin Forsett,RB,22.0,California,2008,194.0,4.62,26.5,6.96,,68.0,justin forsett+2008,38.0,556.0,3171.0,5.703237410071942,25.0,41.0,386.0,9.414634146341463,1.0,597.0,3557.0,5.958123953098827,26.0,10.157894736842104,Pac-10,
332,7,238,TAM,Cory Boyd,RB,23.0,South Carolina,2008,213.0,4.52,33.5,6.97,4.24,72.0,cory boyd+2008,24.0,344.0,1726.0,5.017441860465116,17.0,71.0,811.0,11.422535211267606,3.0,415.0,2537.0,6.113253012048193,20.0,33.791666666666664,SEC,
333,7,240,BAL,Allen Patrick,RB,24.0,Oklahoma,2008,198.0,4.55,,,,73.0,allen patrick+2008,13.0,173.0,1009.0,5.832369942196531,8.0,10.0,56.0,5.6,1.0,183.0,1065.0,5.819672131147541,9.0,4.3076923076923075,Big 12,
334,1,12,DEN,Knowshon Moreno,RB,22.0,Georgia,2009,217.0,4.5,35.5,6.84,4.27,71.0,knowshon moreno+2009,26.0,498.0,2734.0,5.48995983935743,30.0,53.0,645.0,12.169811320754716,2.0,551.0,3379.0,6.132486388384755,32.0,24.807692307692307,SEC,1.0
335,1,27,IND,Donald Brown,RB,22.0,Connecticut,2009,210.0,4.46,41.5,6.93,4.1,70.0,donald brown+2009,37.0,698.0,3800.0,5.444126074498567,33.0,48.0,276.0,5.75,2.0,746.0,4076.0,5.463806970509383,35.0,7.45945945945946,Big East,2.0
336,1,31,ARI,Beanie Wells,RB,21.0,Ohio St.,2009,235.0,4.38,33.5,,,73.0,beanie wells+2009,,,,,,,,,,,,,,,,2.0
337,2,53,PHI,LeSean McCoy,RB,21.0,Pittsburgh,2009,198.0,4.5,,,,70.0,lesean mccoy+2009,25.0,584.0,2816.0,4.821917808219178,35.0,65.0,549.0,8.446153846153846,1.0,649.0,3365.0,5.184899845916795,36.0,21.96,Big East,1.0
338,3,65,NYJ,Shonn Greene,RB,24.0,Iowa,2009,227.0,4.55,37.0,7.1,4.4,70.0,shonn greene+2009,13.0,307.0,1850.0,6.026058631921824,20.0,8.0,49.0,6.125,0.0,315.0,1899.0,6.0285714285714285,20.0,3.769230769230769,Big Ten,2.0
