,Round,Pick,Team,Player,Position,Age,School,Year,Weight,40 Time,Vertical Jump,3 Cone,Shuttle,Height (in),PK,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs,YPG,Conf,response
450,5,164,MIA,Mike Gillislee,RB,22.0,Florida,2013,208.0,4.55,30.5,7.12,4.4,71.0,mike gillislee+2013,13.0,244.0,1152.0,4.721311475409836,10.0,16.0,159.0,9.9375,1.0,260.0,1311.0,5.042307692307692,11.0,12.23076923076923,SEC,
451,6,181,OAK,Latavius Murray,RB,23.0,Central Florida,2013,,,,,,,latavius murray+2013,37.0,407.0,2292.0,5.631449631449631,34.0,49.0,520.0,10.612244897959183,6.0,456.0,2812.0,6.166666666666667,40.0,14.054054054054054,CUSA,
452,6,182,CAR,Kenjon Barner,RB,24.0,Oregon,2013,196.0,4.52,35.5,6.87,4.2,69.0,kenjon barner+2013,36.0,521.0,3257.0,6.251439539347409,38.0,50.0,561.0,11.22,7.0,571.0,3818.0,6.686514886164623,45.0,15.583333333333334,Pac-12,4.0
453,6,187,ARI,Andre Ellington,RB,24.0,Clemson,2013,199.0,4.61,34.0,,,69.0,andre ellington+2013,35.0,553.0,2945.0,5.325497287522604,29.0,48.0,450.0,9.375,2.0,601.0,3395.0,5.64891846921797,31.0,12.857142857142858,ACC,2.0
454,6,189,TAM,Mike James,RB,22.0,Miami (FL),2013,223.0,4.53,35.0,,4.62,70.0,mike james+2013,12.0,147.0,621.0,4.224489795918367,6.0,30.0,344.0,11.466666666666667,3.0,177.0,965.0,5.451977401129944,9.0,28.666666666666668,ACC,3.0
455,6,190,CIN,Rex Burkhead,RB,23.0,Nebraska,2013,214.0,4.73,39.0,6.85,4.09,70.0,rex burkhead+2013,35.0,554.0,2983.0,5.384476534296029,27.0,47.0,417.0,8.872340425531915,4.0,601.0,3400.0,5.657237936772047,31.0,11.914285714285715,Big Ten,
456,6,194,SEA,Spencer Ware,RB,21.0,LSU,2013,228.0,4.62,,,,70.0,spencer ware+2013,25.0,271.0,1074.0,3.96309963099631,9.0,29.0,303.0,10.448275862068966,2.0,300.0,1377.0,4.59,11.0,12.12,SEC,
457,6,199,DET,Theo Riddick,RB,22.0,Notre Dame,2013,201.0,4.68,32.0,,,70.0,theo riddick+2013,13.0,190.0,917.0,4.826315789473684,5.0,36.0,370.0,10.277777777777779,2.0,226.0,1287.0,5.6946902654867255,7.0,28.46153846153846,Ind,2.0
458,7,215,NYJ,Tommy Bohanon,RB,22.0,Wake Forest,2013,,,,,,,tommy bohanon+2013,,,,,,,,,,,,,,,,4.0
459,7,228,WAS,Jawan Jamison,RB,21.0,Rutgers,2013,203.0,4.68,29.0,,,67.0,jawan jamison+2013,25.0,486.0,1972.0,4.05761316872428,13.0,36.0,385.0,10.694444444444445,2.0,522.0,2357.0,4.515325670498084,15.0,15.4,Big East,
460,7,230,IND,Kerwynn Williams,RB,22.0,Utah St.,2013,195.0,4.48,35.0,7.15,4.15,68.0,kerwynn williams+2013,25.0,299.0,1963.0,6.565217391304348,19.0,57.0,807.0,14.157894736842104,5.0,356.0,2770.0,7.780898876404494,24.0,32.28,WAC,
461,7,253,NYG,Michael Cox,RB,24.0,Massachusetts,2013,,,,,,,michael cox+2013,12.0,198.0,710.0,3.585858585858586,5.0,13.0,63.0,4.846153846153846,0.0,211.0,773.0,3.6635071090047395,5.0,5.25,MAC,4.0
462,2,54,TEN,Bishop Sankey,RB,21.0,Washington,2014,209.0,4.49,35.5,6.75,4.0,69.0,bishop sankey+2014,26.0,616.0,3309.0,5.371753246753247,36.0,61.0,553.0,9.065573770491802,1.0,677.0,3862.0,5.704579025110783,37.0,21.26923076923077,Pac-12,3.0
463,2,55,CIN,Jeremy Hill,RB,21.0,LSU,2014,233.0,4.56,29.0,,,73.0,jeremy hill+2014,24.0,345.0,2156.0,6.249275362318841,28.0,26.0,254.0,9.76923076923077,0.0,371.0,2410.0,6.495956873315364,28.0,10.583333333333334,SEC,2.0
464,2,57,SFO,Carlos Hyde,RB,23.0,Ohio St.,2014,230.0,4.62,34.5,,,72.0,carlos hyde+2014,34.0,499.0,3057.0,6.12625250501002,37.0,34.0,271.0,7.970588235294118,4.0,533.0,3328.0,6.2439024390243905,41.0,7.970588235294118,Big Ten,1.0
465,3,69,TAM,Charles Sims,RB,23.0,West Virginia,2014,214.0,4.48,37.5,7.16,4.3,72.0,charles sims+2014,12.0,208.0,1095.0,5.264423076923077,11.0,45.0,401.0,8.911111111111111,3.0,253.0,1496.0,5.913043478260869,14.0,33.416666666666664,Big 12,2.0
466,3,75,STL,Tre Mason,RB,21.0,Auburn,2014,207.0,4.5,38.5,,4.15,68.0,tre mason+2014,26.0,488.0,2818.0,5.774590163934426,31.0,19.0,249.0,13.105263157894736,1.0,507.0,3067.0,6.04930966469428,32.0,9.576923076923077,SEC,2.0
467,3,94,CLE,Terrance West,RB,23.0,Towson,2014,225.0,4.56,33.5,,,69.0,terrance west+2014,,,,,,,,,,,,,,,,2.0
468,3,96,MIN,Jerick McKinnon,RB,22.0,Georgia Southern,2014,209.0,4.41,40.5,6.83,4.12,69.0,jerick mckinnon+2014,,,,,,,,,,,,,,,,2.0
469,4,103,ATL,Devonta Freeman,RB,22.0,Florida St.,2014,206.0,4.58,31.5,7.11,4.26,68.0,devonta freeman+2014,40.0,404.0,2255.0,5.5816831683168315,30.0,47.0,475.0,10.106382978723405,1.0,451.0,2730.0,6.053215077605321,31.0,11.875,ACC,1.0
470,4,113,NYG,Andre Williams,RB,22.0,Boston Col.,2014,230.0,4.56,38.0,7.27,4.06,71.0,andre williams+2014,44.0,704.0,3739.0,5.311079545454546,28.0,10.0,60.0,6.0,0.0,714.0,3799.0,5.320728291316526,28.0,1.3636363636363635,ACC,
471,4,117,CHI,Ka'Deem Carey,RB,21.0,Arizona,2014,207.0,4.69,32.5,7.08,4.38,69.0,ka'deem carey+2014,36.0,743.0,4239.0,5.705248990578735,48.0,77.0,679.0,8.818181818181818,4.0,820.0,4918.0,5.9975609756097565,52.0,18.86111111111111,Pac-12,3.0
472,4,124,KAN,De'Anthony Thomas,RB,21.0,Oregon,2014,174.0,4.39,32.0,,,69.0,de'anthony thomas+2014,23.0,188.0,1295.0,6.888297872340425,19.0,67.0,691.0,10.313432835820896,6.0,255.0,1986.0,7.788235294117647,25.0,30.043478260869566,Pac-12,
473,4,130,NWE,James White,RB,22.0,Wisconsin,2014,204.0,4.57,32.0,7.05,4.2,69.0,james white+2014,52.0,643.0,4015.0,6.244167962674961,45.0,73.0,670.0,9.178082191780822,3.0,716.0,4685.0,6.543296089385475,48.0,12.884615384615385,Big Ten,
474,4,138,BAL,Lorenzo Taliaferro,RB,22.0,Coastal Carolina,2014,229.0,4.58,33.0,6.88,4.22,72.0,lorenzo taliaferro+2014,,,,,,,,,,,,,,,,3.0
475,6,181,HOU,Alfred Blue,RB,23.0,LSU,2014,223.0,4.63,32.0,7.15,4.5,74.0,alfred blue+2014,,,,,,,,,,,,,,,,3.0
476,6,186,WAS,Lache Seastrunk,RB,23.0,Baylor,2014,201.0,4.51,41.5,,,69.0,lache seastrunk+2014,24.0,289.0,2189.0,7.57439446366782,18.0,9.0,107.0,11.88888888888889,1.0,298.0,2296.0,7.704697986577181,19.0,4.458333333333333,Big 12,
477,6,201,SDG,Marion Grice,RB,23.0,Arizona St.,2014,208.0,4.67,,,,72.0,marion grice+2014,24.0,294.0,1675.0,5.697278911564626,25.0,91.0,863.0,9.483516483516484,14.0,385.0,2538.0,6.592207792207792,39.0,35.958333333333336,Pac-12,3.0
478,6,204,CAR,Tyler Gaffney,RB,23.0,Stanford,2014,220.0,4.49,36.5,6.78,4.18,71.0,tyler gaffney+2014,14.0,330.0,1709.0,5.178787878787879,21.0,15.0,86.0,5.733333333333333,1.0,345.0,1795.0,5.202898550724638,22.0,6.142857142857143,Pac-12,
479,7,222,JAX,Storm Johnson,RB,22.0,Central Florida,2014,209.0,4.6,35.5,,,72.0,storm johnson+2014,26.0,326.0,1646.0,5.049079754601227,18.0,40.0,280.0,7.0,3.0,366.0,1926.0,5.262295081967213,21.0,10.76923076923077,American,3.0
480,7,227,SEA,Kiero Small,RB,25.0,Arkansas,2014,,,,,,,kiero small+2014,,,,,,,,,,,,,,,,
481,1,10,STL,Todd Gurley,RB,21.0,Georgia,2015,222.0,4.52,,,,73.0,todd gurley+2015,30.0,510.0,3285.0,6.4411764705882355,36.0,65.0,615.0,9.461538461538462,6.0,575.0,3900.0,6.782608695652174,42.0,20.5,SEC,1.0
482,1,15,SDG,Melvin Gordon,RB,22.0,Wisconsin,2015,215.0,4.52,35.0,7.04,4.07,73.0,melvin gordon+2015,27.0,549.0,4196.0,7.6429872495446265,41.0,20.0,163.0,8.15,3.0,569.0,4359.0,7.660808435852372,44.0,6.037037037037037,Big Ten,1.0
483,2,36,JAX,T.J. Yeldon,RB,21.0,Alabama,2015,226.0,4.61,36.0,7.19,4.22,73.0,t.j. yeldon+2015,39.0,576.0,3322.0,5.767361111111111,37.0,46.0,494.0,10.73913043478261,2.0,622.0,3816.0,6.135048231511254,39.0,12.666666666666666,SEC,2.0
484,2,54,DET,Ameer Abdullah,RB,22.0,Nebraska,2015,205.0,4.6,42.5,6.79,3.95,69.0,ameer abdullah+2015,40.0,771.0,4438.0,5.756160830090791,36.0,72.0,679.0,9.430555555555555,7.0,843.0,5117.0,6.069988137603796,43.0,16.975,Big Ten,2.0
485,3,73,ATL,Tevin Coleman,RB,22.0,Indiana,2015,206.0,4.4,,,,71.0,tevin coleman+2015,21.0,401.0,2994.0,7.466334164588528,27.0,44.0,334.0,7.590909090909091,0.0,445.0,3328.0,7.478651685393259,27.0,15.904761904761905,Big Ten,2.0
486,3,77,CLE,Duke Johnson,RB,21.0,Miami (FL),2015,207.0,4.54,33.5,,,69.0,duke johnson+2015,33.0,526.0,3519.0,6.690114068441065,26.0,69.0,719.0,10.420289855072463,4.0,595.0,4238.0,7.122689075630252,30.0,21.78787878787879,ACC,2.0
487,3,86,ARI,David Johnson,RB,23.0,Northern Iowa,2015,224.0,4.5,41.5,6.82,4.27,73.0,david johnson+2015,,,,,,,,,,,,,,,,1.0
488,3,95,WAS,Matt Jones,RB,22.0,Florida,2015,231.0,4.61,31.5,,4.2,74.0,matt jones+2015,16.0,245.0,1156.0,4.718367346938775,8.0,16.0,90.0,5.625,1.0,261.0,1246.0,4.773946360153257,9.0,5.625,SEC,2.0
489,4,106,CHI,Jeremy Langford,RB,23.0,Michigan St.,2015,208.0,4.42,34.5,7.22,4.32,72.0,jeremy langford+2015,27.0,568.0,2944.0,5.183098591549296,40.0,39.0,219.0,5.615384615384615,1.0,607.0,3163.0,5.210873146622735,41.0,8.11111111111111,Big Ten,2.0
490,4,125,BAL,Javorius Allen,RB,24.0,USC,2015,221.0,4.53,35.5,6.96,4.28,72.0,javorius allen+2015,26.0,411.0,2274.0,5.532846715328467,25.0,63.0,710.0,11.26984126984127,2.0,474.0,2984.0,6.29535864978903,27.0,27.307692307692307,Pac-12,2.0
491,4,126,SFO,Mike Davis,RB,22.0,South Carolina,2015,217.0,4.61,34.0,7.0,4.18,69.0,mike davis+2015,73.0,925.0,4396.0,4.752432432432433,39.0,139.0,1387.0,9.97841726618705,4.0,1064.0,5783.0,5.43515037593985,43.0,19.0,SEC,3.0
492,5,138,TEN,David Cobb,RB,22.0,Minnesota,2015,229.0,4.81,38.5,,,71.0,david cobb+2015,26.0,552.0,2831.0,5.128623188405797,20.0,33.0,336.0,10.181818181818182,0.0,585.0,3167.0,5.413675213675214,20.0,12.923076923076923,Big Ten,3.0
493,5,149,MIA,Jay Ajayi,RB,22.0,Boise St.,2015,221.0,4.57,39.0,7.1,4.1,72.0,jay ajayi+2015,38.0,678.0,3796.0,5.59882005899705,50.0,73.0,771.0,10.561643835616438,5.0,751.0,4567.0,6.081225033288948,55.0,20.289473684210527,MWC,2.0
494,5,155,BUF,Karlos Williams,RB,22.0,Florida St.,2015,230.0,4.48,33.5,7.16,4.46,73.0,karlos williams+2015,26.0,241.0,1419.0,5.8879668049792535,22.0,37.0,328.0,8.864864864864865,1.0,278.0,1747.0,6.284172661870503,23.0,12.615384615384615,ACC,1.0
495,5,174,CAR,Cameron Artis-Payne,RB,25.0,Auburn,2015,212.0,4.53,36.5,7.13,,70.0,cameron artis-payne+2015,26.0,394.0,2218.0,5.629441624365482,19.0,14.0,151.0,10.785714285714286,0.0,408.0,2369.0,5.806372549019608,19.0,5.8076923076923075,SEC,3.0
496,6,205,IND,Josh Robinson,RB,23.0,Mississippi St.,2015,217.0,4.7,32.0,,,68.0,josh robinson+2015,13.0,190.0,1203.0,6.331578947368421,11.0,28.0,370.0,13.214285714285714,1.0,218.0,1573.0,7.215596330275229,12.0,28.46153846153846,SEC,3.0
497,7,230,NOR,Marcus Murphy,RB,23.0,Missouri,2015,198.0,4.61,29.0,,4.4,69.0,marcus murphy+2015,28.0,269.0,1525.0,5.669144981412639,13.0,39.0,291.0,7.461538461538462,2.0,308.0,1816.0,5.896103896103896,15.0,10.392857142857142,SEC,4.0
498,7,235,HOU,Kenny Hilliard,RB,23.0,LSU,2015,226.0,4.83,27.0,7.17,4.4,72.0,kenny hilliard+2015,23.0,172.0,911.0,5.296511627906977,12.0,7.0,56.0,8.0,0.0,179.0,967.0,5.402234636871508,12.0,2.4347826086956523,SEC,
499,1,4,DAL,Ezekiel Elliott,RB,21.0,Ohio St.,2016,225.0,4.47,32.5,,,72.0,ezekiel elliott+2016,28.0,562.0,3699.0,6.581850533807829,41.0,55.0,426.0,7.745454545454545,0.0,617.0,4125.0,6.685575364667748,41.0,15.214285714285714,Big Ten,1.0
500,2,45,TEN,Derrick Henry,RB,22.0,Alabama,2016,247.0,4.54,37.0,7.2,4.38,75.0,derrick henry+2016,29.0,567.0,3209.0,5.659611992945326,39.0,16.0,224.0,14.0,2.0,583.0,3433.0,5.888507718696398,41.0,7.724137931034483,SEC,1.0
501,3,73,MIA,Kenyan Drake,RB,22.0,Alabama,2016,210.0,4.45,34.5,7.04,4.21,73.0,kenyan drake+2016,,,,,,,,,,,,,,,,2.0
502,3,90,SEA,C.J. Prosise,RB,22.0,Notre Dame,2016,220.0,4.48,35.5,,,72.0,c.j. prosise+2016,10.0,157.0,1029.0,6.554140127388535,11.0,26.0,308.0,11.846153846153847,1.0,183.0,1337.0,7.306010928961749,12.0,30.8,Ind,3.0
503,4,119,HOU,Tyler Ervin,RB,22.0,San Jose St.,2016,192.0,4.41,39.0,,,70.0,tyler ervin+2016,25.0,452.0,2489.0,5.506637168141593,17.0,74.0,640.0,8.64864864864865,3.0,526.0,3129.0,5.948669201520913,20.0,25.6,MWC,4.0
504,4,134,BAL,Kenneth Dixon,RB,22.0,Louisiana Tech,2016,215.0,4.56,37.5,6.97,4.28,70.0,kenneth dixon+2016,47.0,802.0,4483.0,5.589775561097257,72.0,87.0,969.0,11.137931034482758,15.0,889.0,5452.0,6.1327334083239595,87.0,20.617021276595743,CUSA,2.0
505,4,136,DEN,Devontae Booker,RB,24.0,Utah,2016,219.0,4.56,,,,71.0,devontae booker+2016,23.0,560.0,2773.0,4.951785714285714,21.0,80.0,622.0,7.775,2.0,640.0,3395.0,5.3046875,23.0,27.043478260869566,Pac-12,3.0
506,5,143,OAK,DeAndre Washington,RB,23.0,Texas Tech,2016,204.0,4.49,34.5,7.03,4.2,68.0,deandre washington+2016,49.0,605.0,3411.0,5.63801652892562,23.0,124.0,1091.0,8.798387096774194,4.0,729.0,4502.0,6.175582990397805,27.0,22.26530612244898,Big 12,3.0
507,5,149,NYG,Paul Perkins,RB,21.0,UCLA,2016,208.0,4.54,32.0,,,70.0,paul perkins+2016,39.0,621.0,3488.0,5.616747181964573,29.0,80.0,739.0,9.2375,3.0,701.0,4227.0,6.029957203994294,32.0,18.94871794871795,Pac-12,3.0
508,5,150,CHI,Jordan Howard,RB,21.0,Indiana,2016,230.0,4.57,34.0,,,72.0,jordan howard+2016,9.0,196.0,1213.0,6.188775510204081,9.0,11.0,106.0,9.636363636363637,1.0,207.0,1319.0,6.371980676328502,10.0,11.777777777777779,Big Ten,1.0
509,5,153,PHI,Wendell Smallwood,RB,22.0,West Virginia,2016,208.0,4.47,33.5,6.83,4.28,70.0,wendell smallwood+2016,26.0,386.0,2241.0,5.805699481865285,11.0,57.0,486.0,8.526315789473685,0.0,443.0,2727.0,6.155756207674943,11.0,18.692307692307693,Big 12,3.0
510,5,156,BUF,Jonathan Williams,RB,22.0,Arkansas,2016,220.0,4.56,,,,71.0,jonathan williams+2016,,,,,,,,,,,,,,,,4.0
511,5,171,SEA,Alex Collins,RB,22.0,Arkansas,2016,217.0,4.59,28.5,,,70.0,alex collins+2016,38.0,665.0,3703.0,5.568421052631579,36.0,27.0,167.0,6.185185185185185,0.0,692.0,3870.0,5.592485549132948,36.0,4.394736842105263,SEC,3.0
512,6,182,BAL,Keenan Reynolds,RB,22.0,Navy,2016,,,,,,,keenan reynolds+2016,37.0,815.0,3910.0,4.7975460122699385,78.0,1.0,47.0,47.0,0.0,816.0,3957.0,4.849264705882353,78.0,1.2702702702702702,American,
513,6,211,SFO,Kelvin Taylor,RB,22.0,Florida,2016,207.0,4.6,32.0,,,70.0,kelvin taylor+2016,35.0,486.0,2108.0,4.337448559670782,23.0,24.0,179.0,7.458333333333333,0.0,510.0,2287.0,4.484313725490196,23.0,5.114285714285714,SEC,
514,6,216,DAL,Darius Jackson,RB,22.0,East. Michigan,2016,,,,,,,darius jackson+2016,12.0,208.0,1088.0,5.230769230769231,14.0,21.0,201.0,9.571428571428571,2.0,229.0,1289.0,5.62882096069869,16.0,16.75,MAC,
515,7,236,DET,Dwayne Washington,RB,22.0,Washington,2016,,,,,,,dwayne washington+2016,,,,,,,,,,,,,,,,3.0
516,7,237,NOR,Daniel Lasco,RB,23.0,California,2016,209.0,4.46,41.5,7.22,4.26,72.0,daniel lasco+2016,,,,,,,,,,,,,,,,4.0
517,7,242,WAS,Keith Marshall,RB,22.0,Georgia,2016,219.0,4.31,30.5,,,71.0,keith marshall+2016,,,,,,,,,,,,,,,,
518,7,247,SEA,Zac Brooks,RB,23.0,Clemson,2016,,,,,,,zac brooks+2016,,,,,,,,,,,,,,,,
519,1,4,JAX,Leonard Fournette,RB,22.0,LSU,2017,240.0,4.51,28.5,,,72.0,leonard fournette+2017,32.0,616.0,3830.0,6.217532467532467,40.0,41.0,526.0,12.829268292682928,1.0,657.0,4356.0,6.63013698630137,41.0,16.4375,SEC,1.0
520,1,8,CAR,Christian McCaffrey,RB,21.0,Stanford,2017,202.0,4.48,37.5,6.57,4.22,71.0,christian mccaffrey+2017,25.0,590.0,3622.0,6.138983050847457,21.0,82.0,955.0,11.646341463414634,8.0,672.0,4577.0,6.811011904761905,29.0,38.2,Pac-12,1.0
521,2,41,MIN,Dalvin Cook,RB,22.0,Florida St.,2017,210.0,4.49,30.5,7.27,4.53,70.0,dalvin cook+2017,38.0,687.0,4464.0,6.497816593886463,46.0,79.0,935.0,11.835443037974683,2.0,766.0,5399.0,7.0483028720626635,48.0,24.605263157894736,ACC,1.0
522,2,48,CIN,Joe Mixon,RB,21.0,Oklahoma,2017,,,,,,,joe mixon+2017,25.0,300.0,2027.0,6.756666666666667,17.0,65.0,894.0,13.753846153846155,9.0,365.0,2921.0,8.002739726027396,26.0,35.76,Big 12,1.0
523,3,67,NOR,Alvin Kamara,RB,22.0,Tennessee,2017,214.0,4.56,39.5,,,70.0,alvin kamara+2017,24.0,210.0,1294.0,6.161904761904762,16.0,74.0,683.0,9.22972972972973,7.0,284.0,1977.0,6.961267605633803,23.0,28.458333333333332,SEC,1.0
524,3,86,KAN,Kareem Hunt,RB,22.0,Toledo,2017,216.0,4.62,36.5,,,70.0,kareem hunt+2017,44.0,782.0,4945.0,6.323529411764706,44.0,73.0,555.0,7.602739726027397,1.0,855.0,5500.0,6.432748538011696,45.0,12.613636363636363,MAC,1.0
525,3,89,HOU,D'Onta Foreman,RB,21.0,Texas,2017,233.0,,,,,72.0,d'onta foreman+2017,21.0,417.0,2700.0,6.474820143884892,20.0,12.0,139.0,11.583333333333334,0.0,429.0,2839.0,6.617715617715618,20.0,6.619047619047619,Big 12,3.0
526,3,105,PIT,James Conner,RB,22.0,Pittsburgh,2017,233.0,4.65,29.0,,,73.0,james conner+2017,38.0,660.0,3656.0,5.539393939393939,50.0,29.0,405.0,13.96551724137931,4.0,689.0,4061.0,5.894049346879536,54.0,10.657894736842104,ACC,1.0
527,4,114,WAS,Samaje Perine,RB,21.0,Oklahoma,2017,233.0,4.65,33.0,7.26,4.37,71.0,samaje perine+2017,36.0,685.0,4122.0,6.0175182481751825,49.0,40.0,321.0,8.025,2.0,725.0,4443.0,6.128275862068966,51.0,8.916666666666666,Big 12,3.0
528,4,119,CHI,Tarik Cohen,RB,22.0,North Carolina A&T,2017,179.0,4.42,31.5,,,66.0,tarik cohen+2017,,,,,,,,,,,,,,,,1.0
529,4,121,SFO,Joe Williams,RB,24.0,Utah,2017,210.0,4.41,35.0,7.19,4.19,71.0,joe williams+2017,19.0,314.0,1884.0,6.0,13.0,20.0,191.0,9.55,0.0,334.0,2075.0,6.212574850299402,13.0,10.052631578947368,Pac-12,
530,4,132,PHI,Donnel Pumphrey,RB,22.0,San Diego St.,2017,176.0,4.48,33.5,,,68.0,donnel pumphrey+2017,54.0,1059.0,6405.0,6.048158640226629,62.0,99.0,1039.0,10.494949494949495,5.0,1158.0,7444.0,6.42832469775475,67.0,19.24074074074074,MWC,
531,4,134,GNB,Jamaal Williams,RB,22.0,BYU,2017,212.0,4.59,30.0,7.25,4.53,72.0,jamaal williams+2017,43.0,726.0,3901.0,5.373278236914601,35.0,60.0,567.0,9.45,1.0,786.0,4468.0,5.684478371501272,36.0,13.186046511627907,Ind,2.0
532,4,140,NYG,Wayne Gallman,RB,22.0,Clemson,2017,215.0,4.6,29.5,7.17,4.28,72.0,wayne gallman+2017,42.0,675.0,3416.0,5.060740740740741,34.0,66.0,486.0,7.363636363636363,2.0,741.0,3902.0,5.265856950067477,36.0,11.571428571428571,ACC,3.0
533,4,143,IND,Marlon Mack,RB,21.0,South Florida,2017,213.0,4.5,35.5,,,71.0,marlon mack+2017,36.0,586.0,3609.0,6.158703071672355,32.0,65.0,498.0,7.661538461538462,1.0,651.0,4107.0,6.308755760368664,33.0,13.833333333333334,American,2.0
534,5,156,ATL,Brian Hill,RB,21.0,Wyoming,2017,219.0,4.54,34.0,7.03,4.32,73.0,brian hill+2017,37.0,775.0,4287.0,5.531612903225806,35.0,41.0,403.0,9.829268292682928,0.0,816.0,4690.0,5.747549019607843,35.0,10.891891891891891,MWC,3.0
535,5,162,TAM,Jeremy McNichols,RB,21.0,Boise St.,2017,214.0,4.49,35.5,6.93,4.28,69.0,jeremy mcnichols+2017,25.0,554.0,3046.0,5.498194945848375,43.0,88.0,934.0,10.613636363636363,10.0,642.0,3980.0,6.1993769470404985,53.0,37.36,MWC,
536,5,179,ARI,T.J. Logan,RB,23.0,North Carolina,2017,196.0,4.37,33.5,,,69.0,t.j. logan+2017,35.0,332.0,1765.0,5.316265060240964,14.0,65.0,512.0,7.876923076923077,3.0,397.0,2277.0,5.73551637279597,17.0,14.628571428571428,ACC,
537,5,182,GNB,Aaron Jones,RB,22.0,Texas-El Paso,2017,208.0,4.56,37.5,6.82,4.2,69.0,aaron jones+2017,33.0,626.0,3905.0,6.238019169329074,32.0,62.0,540.0,8.709677419354838,6.0,688.0,4445.0,6.460755813953488,38.0,16.363636363636363,CUSA,1.0
538,6,188,NYJ,Elijah McGuire,RB,23.0,Louisiana,2017,214.0,4.53,36.0,7.26,4.56,70.0,elijah mcguire+2017,51.0,710.0,4301.0,6.05774647887324,42.0,130.0,1394.0,10.723076923076922,10.0,840.0,5695.0,6.779761904761905,52.0,27.333333333333332,Sun Belt,3.0
539,6,203,DEN,De'Angelo Henderson,RB,24.0,Coastal Carolina,2017,,,,,,,de'angelo henderson+2017,,,,,,,,,,,,,,,,3.0
540,6,207,CIN,Brandon Wilson,RB,23.0,Houston,2017,,,,,,,brandon wilson+2017,,,,,,,,,,,,,,,,
541,7,238,GNB,Devante Mays,RB,23.0,Utah St.,2017,,,,,,,devante mays+2017,,,,,,,,,,,,,,,,4.0
542,7,241,TEN,Khalfani Muhammad,RB,22.0,California,2017,,,,,,,khalfani muhammad+2017,23.0,239.0,1413.0,5.912133891213389,3.0,34.0,321.0,9.441176470588236,2.0,273.0,1734.0,6.351648351648351,5.0,13.956521739130435,Pac-12,
543,7,242,OAK,Elijah Hood,RB,21.0,North Carolina,2017,232.0,,,,,72.0,elijah hood+2017,25.0,363.0,2321.0,6.393939393939394,25.0,38.0,213.0,5.605263157894737,0.0,401.0,2534.0,6.3192019950124685,25.0,8.52,ACC,
544,7,249,SEA,Chris Carson,RB,22.0,Oklahoma St.,2017,218.0,4.58,37.0,,,72.0,chris carson+2017,21.0,213.0,1076.0,5.051643192488263,13.0,30.0,298.0,9.933333333333334,1.0,243.0,1374.0,5.654320987654321,14.0,14.19047619047619,Big 12,1.0
545,7,252,CLE,Matthew Dayes,RB,23.0,North Carolina St.,2017,205.0,4.47,28.0,,,69.0,matthew dayes+2017,,,,,,,,,,,,,,,,4.0
546,1,2,NYG,Saquon Barkley,RB,21.0,Penn St.,2018,233.0,4.4,41.0,,4.24,72.0,saquon barkley+2018,38.0,671.0,3843.0,5.7272727272727275,43.0,102.0,1195.0,11.715686274509803,8.0,773.0,5038.0,6.517464424320828,51.0,31.44736842105263,Big Ten,1.0
547,1,27,SEA,Rashaad Penny,RB,22.0,San Diego St.,2018,220.0,4.46,32.5,,,71.0,rashaad penny+2018,27.0,425.0,3266.0,7.684705882352941,34.0,34.0,359.0,10.558823529411764,5.0,459.0,3625.0,7.89760348583878,39.0,13.296296296296296,MWC,2.0
548,1,31,NWE,Sony Michel,RB,23.0,Georgia,2018,214.0,4.54,,,4.21,71.0,sony michel+2018,39.0,526.0,3203.0,6.0893536121673,28.0,57.0,515.0,9.035087719298245,5.0,583.0,3718.0,6.377358490566038,33.0,13.205128205128204,SEC,2.0
549,2,35,CLE,Nick Chubb,RB,22.0,Georgia,2018,227.0,4.52,38.5,7.09,4.25,71.0,nick chubb+2018,47.0,758.0,4769.0,6.29155672823219,44.0,31.0,361.0,11.64516129032258,4.0,789.0,5130.0,6.501901140684411,48.0,7.680851063829787,SEC,1.0
550,2,38,TAM,Ronald Jones II,RB,21.0,USC,2018,205.0,4.65,36.5,,,71.0,ronald jones ii+2018,,,,,,,,,,,,,,,,
551,2,43,DET,Kerryon Johnson,RB,21.0,Auburn,2018,213.0,,40.0,7.07,4.29,71.0,kerryon johnson+2018,24.0,467.0,2286.0,4.895074946466809,29.0,41.0,319.0,7.780487804878049,2.0,508.0,2605.0,5.127952755905512,31.0,13.291666666666666,SEC,2.0
552,2,59,WAS,Derrius Guice,RB,21.0,LSU,2018,224.0,4.49,31.5,,,70.0,derrius guice+2018,24.0,420.0,2638.0,6.280952380952381,26.0,27.0,230.0,8.518518518518519,3.0,447.0,2868.0,6.416107382550336,29.0,9.583333333333334,SEC,
553,3,71,DEN,Royce Freeman,RB,22.0,Oregon,2018,229.0,4.54,34.0,6.9,4.16,71.0,royce freeman+2018,51.0,947.0,5621.0,5.93558606124604,60.0,79.0,814.0,10.30379746835443,4.0,1026.0,6435.0,6.271929824561403,64.0,15.96078431372549,Pac-12,3.0
